uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,samplingProtocolVersion,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"462cf8bc-607a-4549-b1dc-0ee77c4b2a62","ABBY_004.basePlot.vst","2017-03-14","D16","ABBY","ABBY_004","distributed","shrubScrub",45.768585,-122.298751,"WGS84",20.1,554525.22,5068575.31,"10N",585.2,0.1,"vst_ABBY_2016","NEON.DOC.000987vF","N",,"Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,"Eolsen@battelleecology.org","edauria@field-ops.org",
"569b5fde-c8c2-498c-9852-461bb27d0274","ABBY_009.basePlot.vst","2017-03-14","D16","ABBY","ABBY_009","distributed","shrubScrub",45.765614,-122.299549,"WGS84",20.1,554466.06,5068244.68,"10N",537.6,0.1,"vst_ABBY_2016","NEON.DOC.000987vE","N",,"Y","presentInAll","N",,"25","noneSelected",400,200,400,"data entry: vschmitt@battelleecology.org","edauria@field-ops.org","Jzemaitis@battelleecology.org",
"20da9cd6-5454-4d0d-9def-c3eb57796c54","ABBY_011.basePlot.vst","2017-03-15","D16","ABBY","ABBY_011","distributed","grasslandHerbaceous",45.743366,-122.359010,"WGS84",20.1,549862.28,5065734.11,"10N",496.0,0.1,"vst_ABBY_2016","NEON.DOC.000987vE","N",,"Y","presentInAll","N",,"25","noneSelected",400,200,400,,"jzemaitis@neoninc.org","Eolsen@battelleecology.org",
"1415b39b-1441-4298-8d20-08dc36ec5179","ABBY_023.basePlot.vst","2017-03-16","D16","ABBY","ABBY_023","distributed","mixedForest",45.744589,-122.381659,"WGS84",20.1,548099.37,5065856.12,"10N",507.5,0.2,"vst_ABBY_2016","NEON.DOC.000987vE","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",400,80,400,,"edauria@field-ops.org","Eolsen@battelleecology.org",
"2230edc0-f3ef-4acf-b45e-824c1ec963a1","ABBY_013.basePlot.vst","2017-03-16","D16","ABBY","ABBY_013","distributed","grasslandHerbaceous",45.745332,-122.372807,"WGS84",20.1,548787.30,5065944.03,"10N",632.6,0.1,"vst_ABBY_2016","NEON.DOC.000987vE","N",,"Y","41_1","N",,"25","noneSelected",400,200,400,,"edauria@field-ops.org","vschmitt@field-ops.org",
"7e912611-b9e7-43f7-a539-61b499315006","ABBY_010.basePlot.vst","2017-03-21","D16","ABBY","ABBY_010","distributed","evergreenForest",45.776549,-122.375934,"WGS84",20.2,548517.00,5069410.39,"10N",552.6,0.3,"vst_ABBY_2016","NEON.DOC.000987vE","Y",,"Y",,"N",,"25","noneSelected",400,200,400,,"jschempf@battelleecology.org","Eolsen@battelleecology.org",
"2a2fa9ae-1d5e-4f00-9366-23cdae08d437","ABBY_003.basePlot.vst","2017-03-22","D16","ABBY","ABBY_003","distributed","evergreenForest",45.762016,-122.371092,"WGS84",20.1,548906.13,5067798.70,"10N",602.4,0.1,"vst_ABBY_2016","NEON.DOC.000987vE","Y",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,"bcarroll@neoninc.org","vschmitt@field-ops.org",
"dfedd8f9-e938-475f-ba02-90712c185bcc","ABBY_018.basePlot.vst","2017-03-22","D16","ABBY","ABBY_018","distributed","grasslandHerbaceous",45.764526,-122.386780,"WGS84",20.1,547684.04,5068068.09,"10N",459.5,0.1,"vst_ABBY_2016","NEON.DOC.000987vE","Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,"rdietrich@battelleecology.org","cordell@battelleecology.org",
"4ff20ae1-cb49-4692-b864-cf61c063da01","ABBY_005.basePlot.vst","2017-03-23","D16","ABBY","ABBY_005","distributed","shrubScrub",45.770982,-122.389429,"WGS84",20.1,547472.58,5068783.79,"10N",471.2,0.1,"vst_ABBY_2016","NEON.DOC.000987vE","N",,"Y",,"N",,"10","noneSelected",400,80,400,,"Eolsen@battelleecology.org","jhausknecht@battelleecology.org",
"826059e5-7ad3-483c-9814-15d3486c8aa9","ABBY_012.basePlot.vst","2017-03-23","D16","ABBY","ABBY_012","distributed","shrubScrub",45.754263,-122.384239,"WGS84",20.1,547890.41,5066929.37,"10N",439.0,0.1,"vst_ABBY_2016","NEON.DOC.000987vE","Y",,"Y","presentInAll","N",,"25","noneSelected",400,200,400,,"vschmitt@battelleecology.org","rdietrich@battelleecology.org",
