uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempShrubStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,remarks,recordedBy,measuredBy,dataQF
"a8879d02-243a-4c70-ac86-c2dc17c3c929","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01282",,,"small shrub","Live",1.5,10,1.1,,,,0.5,0.3,"Partially shaded","cylinder",,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"1d6730d8-d63a-41e6-891b-b580d8b23db2","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01286",,,"small tree","Live",2.7,130,,,,,,,"Partially shaded",,,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"c9ec104b-8b93-4d32-864a-67b36e1fabb6","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01293",,,"small shrub","Live,  other damage",1.4,10,1.0,,,,0.3,0.3,"Partially shaded","half-sphere",,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"bc5af2ba-33b1-4393-8526-cc2536610e5b","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01290",,,"single shrub","Standing dead",4.1,10,3.2,,,,3.9,2.6,"Full sun",,,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"8627eb54-6777-46f1-be96-ef998e47e6c7","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01248",,,"sapling","Live",1.1,10,,,,,,,"Partially shaded",,,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"1f2e5c34-c75d-4661-aad2-f990fccf22bb","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01340",,,"small tree","Live",1.0,130,,,,,,,"Partially shaded",,,,,,,"kjorgenson@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"ca256955-2e57-4244-8cdf-d4020da0b7da","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01243",,,"small shrub","Live",1.0,10,0.8,,,,0.6,0.4,"Partially shaded","half-sphere",,,,,"QC0","rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"ecc374c9-d6af-4f09-b1e2-f6cabe56799d","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01283",,,"small shrub","Live,  other damage",1.4,10,,,,,,,"Partially shaded",,,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"fea3b065-475a-4a3f-ab83-c0d0cde2779d","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01247",,,"small tree","Live",4.7,130,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"d39e2171-235c-4bde-ad39-da633a6137a5","BONA_086.basePlot.vst","2016-07-01","vst_BONA_2016","D19","BONA","BONA_086",,"NEON.PLA.D19.BONA.01245",,,"small shrub","Live",1.9,10,1.5,,,,0.4,0.3,"Partially shaded","cylinder",,,,,"QC0","rpernick@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
