uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,samplingProtocolVersion,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"fe3793f4-5dd7-4bc6-9096-3034bc9a5720","TEAK_045.basePlot.vst","2015-08-17","D17","TEAK","TEAK_045","tower","evergreenForest",36.997930,-119.003799,"WGS84",20.4,321694.90,4096519.50,"11N",2136.1,0.6,"vst_TEAK_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Work started 20150813 and completed 20150817; canopy positiion data not used due to unclear protocol instructions","kzias@field-ops.org","krian@neoninc.org","legacyData"
"1039ef72-966f-4118-9126-fa79a77eb439","TEAK_045.basePlot.vst","2015-08-17","D17","TEAK","TEAK_045","tower","evergreenForest",36.997930,-119.003799,"WGS84",20.4,321694.90,4096519.50,"11N",2136.1,0.6,"vst_TEAK_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Work started 20150813 and completed 20150817; canopy position data not used due to unclear protocol instructions","jbolis@neoninc.org","krian@neoninc.org","legacyData"
"97c5d669-6c88-4208-aa87-075d33442ede","TEAK_045.basePlot.vst","2015-08-17","D17","TEAK","TEAK_045","tower","evergreenForest",36.997930,-119.003799,"WGS84",20.4,321694.90,4096519.50,"11N",2136.1,0.6,"vst_TEAK_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Work started 20150813 and completed 20150817; canopy positiion data not used due to unclear protocol instructions","kzias@field-ops.org","krian@neoninc.org","legacyData"
"28a9c3eb-4fbb-4be4-918e-a97cec19a9d0","TEAK_045.basePlot.vst","2015-08-17","D17","TEAK","TEAK_045","tower","evergreenForest",36.997930,-119.003799,"WGS84",20.4,321694.90,4096519.50,"11N",2136.1,0.6,"vst_TEAK_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Work started 20150813 and completed 20150817; canopy position data not used due to unclear protocol instructions","jbolis@neoninc.org","krian@neoninc.org","legacyData"
"ea80c7dc-b7c2-43a3-8fc1-c05c78082116","TEAK_054.basePlot.vst","2015-08-19","D17","TEAK","TEAK_054","tower","evergreenForest",36.999318,-119.001506,"WGS84",20.3,321902.20,4096669.21,"11N",2190.5,0.4,"vst_TEAK_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Canopy position data not used due to unclear protocol instructions","jbolis@neoninc.org","krian@neoninc.org","legacyData"
"ff894938-cb0f-452a-a781-fa466e04bcc3","TEAK_054.basePlot.vst","2015-08-19","D17","TEAK","TEAK_054","tower","evergreenForest",36.999318,-119.001506,"WGS84",20.3,321902.20,4096669.21,"11N",2190.5,0.4,"vst_TEAK_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Canopy position data not used due to unclear protocol instructions","jbolis@neoninc.org","krian@neoninc.org","legacyData"
"b8a4e73a-d58f-4c89-8cb7-841cbb41d9e4","TEAK_048.basePlot.vst","2015-08-20","D17","TEAK","TEAK_048","tower","evergreenForest",37.000369,-119.002543,"WGS84",20.2,321812.37,4096787.76,"11N",2180.9,0.3,"vst_TEAK_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Some trees need to be re-mapped because they were incorrectly mapped from inner 20 x 20 m corners; canopy position data not being used due to unclear protocol instructions","jbolis@neoninc.org","krian@neoninc.org","legacyData"
"6f8d7c98-ac39-4e0e-a9cf-6899700de899","TEAK_048.basePlot.vst","2015-08-20","D17","TEAK","TEAK_048","tower","evergreenForest",37.000369,-119.002543,"WGS84",20.2,321812.37,4096787.76,"11N",2180.9,0.3,"vst_TEAK_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Some trees need to be re-mapped because they were incorrectly mapped from inner 20 x 20 m corners; canopy position data not being used due to unclear protocol instructions","jbolis@neoninc.org","krian@neoninc.org","legacyData"
"f5573624-c0ee-42b4-b1e7-fad177bf2f12","TEAK_048.basePlot.vst","2015-08-20","D17","TEAK","TEAK_048","tower","evergreenForest",37.000369,-119.002543,"WGS84",20.2,321812.37,4096787.76,"11N",2180.9,0.3,"vst_TEAK_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Some trees need to be re-mapped because they were incorrectly mapped from inner 20 x 20 m corners; canopy position not being used due to unclear protocol instructions","jbolis@neoninc.org","krian@neoninc.org","legacyData"
"1e813162-32f9-4bd4-b323-e67f1bc116b0","TEAK_048.basePlot.vst","2015-08-20","D17","TEAK","TEAK_048","tower","evergreenForest",37.000369,-119.002543,"WGS84",20.2,321812.37,4096787.76,"11N",2180.9,0.3,"vst_TEAK_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",800,800,800,"Some trees need to be re-mapped because they were incorrectly mapped from inner 20 x 20 m corners; canopy position not being used due to unclear protocol instructions","jbolis@neoninc.org","krian@neoninc.org","legacyData"
