uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempShrubStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,remarks,recordedBy,measuredBy,dataQF
"9f3d9fdb-b3f5-483a-9769-a955a70bb7f0","ORNL_037.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_037",,"NEON.PLA.D07.ORNL.00207",,,"small tree","Live",3.7,130,3.9,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
"6e9ae631-0925-45d4-928c-a1415f3b768a","ORNL_037.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_037",,"NEON.PLA.D07.ORNL.00236",,,"single bole tree","Live",13.8,130,13.5,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
"246de892-7d83-4958-885f-caadc4e19d17","ORNL_037.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_037",,"NEON.PLA.D07.ORNL.00437",,,"single bole tree","Live",10.2,130,9.7,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
"93e3df8b-6e41-49cc-87c3-ff3a87e64c6e","ORNL_037.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_037",,"NEON.PLA.D07.ORNL.00213",,,"small tree","Standing dead",4.2,130,3.6,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
"f69c2498-7174-4fa0-8da0-961a5bb0c6b4","ORNL_056.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_056",,"NEON.PLA.D07.ORNL.09992",,,"sapling","Live",1.1,10,,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
"613cd2ab-3dfe-4cbe-90a7-7ff4eb303677","ORNL_056.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_056",,"NEON.PLA.D07.ORNL.09625",,,"sapling","Live",1.2,10,,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
"de22a24d-2622-4e62-aab3-2f1b2398c906","ORNL_037.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_037",,"NEON.PLA.D07.ORNL.00426",,,"small tree","Live",5.1,130,4.9,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
"00ab56a8-8a5a-4e1a-90c2-9c2d5e879354","ORNL_056.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_056",,"NEON.PLA.D07.ORNL.09998",,,"small tree","Live",4.3,130,5.8,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
"c6ab6279-4a42-460a-860c-9d52145ec381","ORNL_056.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_056",,"NEON.PLA.D07.ORNL.09744",,,"sapling","Live",1.5,10,,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
"8b289ec2-c860-4697-8f48-2164275432d0","ORNL_037.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_037",,"NEON.PLA.D07.ORNL.00409",,,"single bole tree","Live",43.0,130,27.4,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
"c3523a8b-ed89-4d7b-8552-ca204f2f8677","ORNL_037.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_037",,"NEON.PLA.D07.ORNL.00209",,,"sapling","Live",1.0,10,,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
"8f8ac8c9-a19a-48ff-96f1-9db4a5771562","ORNL_037.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_037",,"NEON.PLA.D07.ORNL.00208",,,"small tree","Live",4.0,130,5.3,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
"35dbfcd4-aabc-478f-b5e0-a0882aef2ed5","ORNL_056.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_056",,"NEON.PLA.D07.ORNL.09495",,,"small tree","Live",3.7,130,,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
"718e5da7-9c48-42b1-8d4c-c57088480a4d","ORNL_037.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_037",,"NEON.PLA.D07.ORNL.00223",,,"small tree","Live",4.5,130,3.5,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
"5cefe487-f43f-46ab-b951-433f93f4761c","ORNL_037.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_037",,"NEON.PLA.D07.ORNL.00185",,,"small tree","Live",5.3,130,8.5,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
"db04a7d7-1bcb-46df-b95c-0c77569f9ee0","ORNL_056.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_056",,"NEON.PLA.D07.ORNL.09633",,,"small tree","Live",1.2,130,,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
"5c1eabd5-877d-4598-a832-3b846f629b94","ORNL_037.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_037",,"NEON.PLA.D07.ORNL.00424",,,"small tree","Live",2.8,130,3.2,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
"c9136cf7-0e73-4d39-96ad-c2d9319428c8","ORNL_056.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_056",,"NEON.PLA.D07.ORNL.09746",,,"small tree","Live",2.8,130,,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
"1a249913-5fa3-4f08-b7f6-51bf32b8cf21","ORNL_056.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_056",,"NEON.PLA.D07.ORNL.01986",,,"multi-bole tree","Live",14.5,130,,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData | noMapTagData"
"6e4d42ce-606e-4b9b-8e38-0cbee8cb5de5","ORNL_037.basePlot.vst","2016-01-06","vst_ORNL_2015","D07","ORNL","ORNL_037",,"NEON.PLA.D07.ORNL.00419",,,"small tree","Live",3.0,130,,,,,,,,,,,,,,"sthomason@neoninc.org","dmitchell@neoninc.org","legacyData"
