uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempShrubStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,remarks,recordedBy,measuredBy,dataQF
"f90b37ab-8985-4690-bbb5-a70838c06212","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04361",,"ok","small shrub","Standing dead",,,1.6,,,,0.3,0.3,,"cylinder",1.1,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"dddb0f10-8c97-4136-a4a0-dc3a247fa16e","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04357",,"ok","small shrub","Standing dead",,,1.2,,,,0.3,0.2,,"cylinder",1.0,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"ffcb26e8-5926-4e5e-bdcb-2bbeae3ec805","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04318",,"ok","small shrub","Standing dead",,,1.7,,,,0.4,0.1,,"cylinder",1.4,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"bdcf731c-1b8a-404e-907b-394ba2df7a80","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04311",,"ok","small shrub","Standing dead",,,1.4,,,,1.9,1.6,,"half-sphere",1.2,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"6cd598ec-b84b-4684-846f-27749fcf09e3","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04317",,"ok","small shrub","Standing dead",,,2.0,,,,0.4,0.4,,"cylinder",1.2,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"36d304d4-c49b-4699-9632-430da50e4f75","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04359",,"ok","small shrub","Standing dead",,,1.6,,,,1.6,1.0,,"half-sphere",1.2,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"6f46fbb6-58f5-4b70-949e-7c4a8c7e7f36","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04303",,"ok","small shrub","Standing dead",,,1.8,,,,2.5,2.4,,"half-sphere",1.1,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"c6dc91d7-84de-4611-b79c-bcf91f8aa237","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.03309",,"ok","small shrub","Live",,,1.5,,,,0.3,0.1,,"half-sphere",1.5,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"529a3dd9-e273-4390-a63c-b7d542a51e70","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.05037",,"ok","small shrub","Live, physically damaged",,,1.3,,,,0.4,0.4,,"cylinder",1.3,10,,,"Main stem burned","jladner@battelleecology.org","jladner@battelleecology.org",
"abf2979a-9f75-4fe6-b8a9-62592e2b3063","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.03306",,"ok","small shrub","Standing dead",,,1.4,,,,0.1,0.1,,"cylinder",1.3,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"3be5cda5-d9e6-4d13-8755-661a84f3bcd4","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04371",,"ok","small shrub","Standing dead",,,1.4,,,,0.2,0.2,,"cylinder",1.0,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"81190e0e-7c35-4c50-80f5-0a664aa4da31","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04343",,"ok","small shrub","Standing dead",,,1.6,,,,0.8,0.6,,"cylinder",1.4,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"cc0ec0db-22a2-4706-94d9-cc0f696702b1","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.03301",,"ok","small shrub","Live",,,1.3,,,,0.7,0.5,,"half-sphere",1.5,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"cb5c618e-ef76-471b-90d9-cac80625d743","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.03305",,"ok","small shrub","Standing dead",,,1.4,,,,0.3,0.1,,"cylinder",1.1,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"92dd87eb-5bcf-42ef-9574-ca5d69a449fd","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04339",,"ok","small shrub","Standing dead",,,1.8,,,,0.8,0.7,,"cylinder",1.4,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"cd1d4498-cb57-4ba8-86b1-fcc42e047078","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04337",,"ok","small shrub","Standing dead",,,1.7,,,,0.4,0.3,,"cylinder",1.2,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"75eb71fe-5c7f-44c5-9b4e-b287970d22b0","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04340",,"ok","small shrub","Live",,,1.7,,,,1.4,0.9,,"half-sphere",1.1,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"796ec1e2-c6ba-477c-b5f1-e5c7f56b5424","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04343",,"ok","small shrub","Standing dead",,,1.6,,,,0.8,0.6,,"cylinder",1.8,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"9f19f6b8-29e2-4c44-aa43-c041a2593e0a","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04382",,"ok","small shrub","Live",,,1.3,,,,0.5,0.4,,"cylinder",1.2,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"3ab4707a-3a14-4a1f-993a-c43cdb5f6741","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04349",,"ok","small shrub","Live, physically damaged",,,1.7,,,,0.6,0.2,,"cylinder",1.3,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"000a1eb0-cf2b-487f-9058-368014f54996","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04336",,"ok","small shrub","Standing dead",,,1.5,,,,0.3,0.2,,"cylinder",1.0,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"2a8dc553-fb8d-45de-8033-8a17a10648f4","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04370",,"ok","small shrub","Live",,,1.8,,,,0.6,0.3,,"cylinder",1.3,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"71a2c8a1-c466-4872-8a47-4cf71cda1664","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04381",,"ok","small shrub","Live",,,1.8,,,,0.5,0.4,,"cylinder",1.4,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"f6789a81-c1fe-4189-9c00-23bf6bc7a600","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04385",,"ok","small shrub","Live",,,1.8,,,,1.3,1.1,,"cylinder",1.4,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"bea66ca2-1a04-4aec-9a5a-9b5e2676edf8","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.03301",,"ok","small shrub","Live",,,1.3,,,,0.7,0.5,,"half-sphere",1.4,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"479f2506-6229-47b1-b136-6c73c30e54b2","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04653",,"ok","small shrub","Live",,,1.5,,,,0.4,0.4,,"cylinder",1.2,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"db9a92b8-cf77-4749-8520-c5f81751ad83","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04373",,"ok","small shrub","Live",,,1.9,,,,0.2,0.2,,"cylinder",1.4,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"251d53c0-fc31-42a6-ad21-b54677a5f1e1","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04340",,"ok","small shrub","Live",,,1.7,,,,1.4,0.9,,"half-sphere",1.8,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"ee07ed26-bdfd-410a-8761-6dd2a91897c4","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.03308",,"ok","small shrub","Live",,,1.4,,,,0.3,0.2,,"cylinder",1.5,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"e768d258-0246-495f-a8f5-c9d99be7409c","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04654",,"ok","small shrub","Live",,,1.3,,,,0.4,0.2,,"cylinder",1.1,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"0aca1c66-73c0-494c-9dff-fa4cefde6058","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04641",,"ok","small shrub","Live",,,1.3,,,,2.0,1.0,,"half-sphere",1.1,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"0cf96601-dc67-4d64-99a3-2d251909cd40","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04339",,"ok","small shrub","Standing dead",,,1.8,,,,0.8,0.7,,"cylinder",1.8,18,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"3780615e-8199-4fcc-bb3e-0a070033ee76","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04346",,"ok","small shrub","Live, physically damaged",,,2.0,,,,0.3,0.2,,"cylinder",1.7,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"a6e7dcee-8723-4c30-af38-0277697022fd","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04364",,"ok","small shrub","Live",,,2.1,,,,0.3,0.2,,"cylinder",1.3,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"d97ba491-b78a-40f6-847d-4991f29b54a7","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04386",,"ok","small shrub","Standing dead",,,1.3,,,,0.5,0.3,,"cylinder",1.0,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"a82daca9-1a5e-4288-881a-652c1ce02239","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04384",,"ok","small shrub","Live",,,1.9,,,,1.2,1.0,,"cylinder",1.0,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"0d379192-bf0a-42ce-a15e-5fdbaac9ea5b","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04334",,"ok","small shrub","Standing dead",,,1.9,,,,0.4,0.4,,"cylinder",1.4,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"a835d01c-9b4d-4158-9a57-ee06fbf137d0","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04348",,"ok","small shrub","Live",,,2.1,,,,0.6,0.4,,"cylinder",1.7,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"e7794d87-7cdc-4f24-86e9-f424547654b5","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04352",,"ok","small shrub","Live",,,1.6,,,,0.4,0.3,,"cylinder",1.1,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
"769b4752-f4ae-44ac-a796-3426da11c1e1","KONZ_042.basePlot.vst","2018-10-15","vst_KONZ_2018","D06","KONZ","KONZ_042",,"NEON.PLA.D06.KONZ.04335",,"ok","small shrub","Standing dead",,,1.8,,,,0.7,0.6,,"cylinder",1.4,10,,,,"jladner@battelleecology.org","jladner@battelleecology.org",
