uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempShrubStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,remarks,recordedBy,measuredBy,dataQF
"5b2d3111-3142-40ad-814b-46dd00d033a6","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02133",,,"single bole tree","Live",13.0,130,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"0c2a12d7-99a9-4f09-a09e-31d65523f331","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02142",,,"single bole tree","Live",16.1,130,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"d27fd524-6e71-442c-b6da-cc3eb71809dc","BONA_088.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_088",,"NEON.PLA.D19.BONA.02064",,,"sapling","Live",2.0,10,,,,,,,"Mostly shaded",,,,,,,"scarpenter@field-ops.org","frosenbower@field-ops.org","legacyData | noMapTagData"
"3e29a790-f68a-40c6-b253-a9480d8d3a48","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02102",,,"sapling","Live",1.1,10,,,,,,,"Full shade",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"05a7af7b-f73f-435a-b546-9d65f92cf114","BONA_088.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_088",,"NEON.PLA.D19.BONA.02068",,,"sapling","Live",1.7,10,,,,,,,"Mostly shaded",,,,,,,"scarpenter@field-ops.org","frosenbower@field-ops.org","legacyData | noMapTagData"
"7b42bf88-bd25-4de8-9f7c-761ca9281126","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02108",,,"small shrub","Live",1.4,10,1.5,,,,1.2,1.2,"Mostly shaded","cylinder",,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"c70c98bf-7f72-4c35-9eac-350f56cb5692","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02113",,,"single shrub","Live",1.9,10,,,,,,,,,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"3759eb64-d96c-4b81-9539-e748453da94d","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02046",,,"single bole tree","Live",17.8,130,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"a6dde0d9-bd9f-45c5-bc8b-565fcaf4fa37","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02140",,,"single bole tree","Live",14.2,130,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"43220a0c-fd87-46d4-b1e2-2ceba7d0fe22","BONA_088.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_088",,"NEON.PLA.D19.BONA.02082",,,"sapling","Live",1.3,10,,,,,,,"Full shade",,,,,,,"scarpenter@field-ops.org","frosenbower@field-ops.org","legacyData | noMapTagData"
"0daaa824-a0e5-4b4d-933d-4f2d616e4e93","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02104",,,"sapling","Live",1.0,10,,,,,,,"Full shade",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"e1082657-735e-411b-bb3e-5398748e4aa8","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02037",,,"single bole tree","Live",13.3,130,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"47ecb749-5f3c-402e-825f-6fc7f37acf91","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02150",,,"single bole tree","Standing dead",14.9,130,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"a75bc13e-7a2e-425a-a075-71400e17fb70","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02044",,,"single bole tree","Live",19.6,130,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"33258f9f-a454-4ded-8b2c-f4da67db4ab1","BONA_088.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_088",,"NEON.PLA.D19.BONA.02057",,,"small tree","Standing dead",1.2,130,,,,,,,"Mostly shaded",,,,,,,"scarpenter@field-ops.org","frosenbower@field-ops.org","legacyData | noMapTagData"
"16a5628e-3735-4e5b-93a8-d311a7a5db5b","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02144",,,"single bole tree","Live",23.6,130,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"2ae4a490-e7d2-4ad0-ba44-ae143da722ad","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02129",,,"single bole tree","Live",14.1,130,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"c9e10637-c644-45df-b7ca-2c955e89f784","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02149",,,"single bole tree","Live",15.9,130,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"37f942db-94b3-40f7-9ee4-7c2b45abbd04","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02022",,,"single bole tree","Standing dead",13.3,130,,,,,,,"Partially shaded",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"bd809b40-8fd9-4939-914c-1284e63a4562","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02039",,,"single bole tree","Live",13.8,130,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"4cb1ea03-56c3-45dd-ab4e-cf9fa27cc05f","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02019",,,"single bole tree","Live",28.5,140,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"a93e7cc5-e3ef-4ebe-95b2-c0353a953c14","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02017",,,"single bole tree","Live",17.1,130,,,,,,,"Partially shaded",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"18710d7c-151e-4d63-b65c-f44f4aa632ed","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02121",,,"sapling","Live",1.1,10,,,,,,,"Mostly shaded",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"5ac7b9ef-340b-475d-9f55-1e725455ab83","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02047",,,"single bole tree","Live, disease damaged",12.9,130,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"bb0b6c53-7445-48ee-a014-4b4cbbc37a2d","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02105",,,"small shrub","Live",2.0,10,1.6,,,,0.8,0.7,"Mostly shaded","cylinder",,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"53c2323e-61eb-4b89-9275-ce0477f6c021","BONA_088.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_088",,"NEON.PLA.D19.BONA.02053",,,"sapling","Standing dead",2.6,10,,,,,,,"Full shade",,,,,,,"scarpenter@field-ops.org","frosenbower@field-ops.org","legacyData | noMapTagData"
"7e2b54f4-9e11-4e3b-aee7-50876b46ab73","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02014",,,"single bole tree","Live, insect damaged",52.0,170,,,,,,,"Full sun",,,,,,"live insect damage","rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"8f44147c-9e09-4741-b6e5-d47c8cc6b12e","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02041",,,"single bole tree","Live",17.6,130,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"4f6c2d3a-dc0e-4dd1-8994-a05bf22d2aa1","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02146",,,"single bole tree","Live",12.1,130,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"6f2f1600-3fa9-4e2a-918e-51d50d0cc037","BONA_088.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_088",,"NEON.PLA.D19.BONA.02059",,,"small tree","Live",1.4,130,,,,,,,"Mostly shaded",,,,,,,"scarpenter@field-ops.org","frosenbower@field-ops.org","legacyData | noMapTagData"
"75a74767-57d6-45a2-99c4-21442bdf9eb0","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.00001",,,"small tree","Live",3.2,130,4.0,,,,2.5,2.0,"Partially shaded","cylinder",,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"2b22a260-8584-4d87-acee-a2c3271698e3","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02111",,,"single shrub","Live",6.9,10,,,,,,,,,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"5898d1f2-3a40-472b-b8b7-9adf73b6ce6c","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02115",,,"single shrub","Live",2.6,10,3.5,,,,2.6,2.0,"Partially shaded","cylinder",,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"c28a7a14-aa08-421a-b531-0bd24ed057aa","BONA_088.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_088",,"NEON.PLA.D19.BONA.02062",,,"small tree","Live",1.3,130,,,,,,,"Mostly shaded",,,,,,,"scarpenter@field-ops.org","frosenbower@field-ops.org","legacyData | noMapTagData"
"fe3b61bb-2a37-40b4-abd6-0e17d451b37f","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02153",,,"single bole tree","Live",14.3,140,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"a5d04a52-afc7-400c-a19f-5cd527790216","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02143",,,"single bole tree","Live",14.3,130,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"7ebd153e-e3ff-4224-a10b-eb57c1278bdf","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02106",,,"small shrub","Live",1.2,10,1.2,,,,1.2,0.6,"Mostly shaded","oblate half-sphere",,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"f5fe9190-d65b-42a2-ae04-56772d29e2cb","BONA_088.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_088",,"NEON.PLA.D19.BONA.02078",,,"small tree","Live",5.5,130,,,,,,,"Partially shaded",,,,,,,"scarpenter@field-ops.org","frosenbower@field-ops.org","legacyData | noMapTagData"
"a8ea9c3c-f5a0-4932-aed9-7cb003488f9b","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02043",,,"single bole tree","Standing dead",12.1,130,,,,,,,"Mostly shaded",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"36d13ebb-06d1-4281-96a7-0b2308814079","BONA_089.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_089",,"NEON.PLA.D19.BONA.02013",,,"single bole tree","Standing dead",18.4,130,,,,,,,"Full sun",,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"2983a540-f8b9-448a-a2c3-369b96996bfc","BONA_088.basePlot.vst","2016-09-12","vst_BONA_2016","D19","BONA","BONA_088",,"NEON.PLA.D19.BONA.02080",,,"small shrub","Live",1.2,10,1.5,,,,1.3,0.9,"Mostly shaded","cylinder",,,,,,"scarpenter@field-ops.org","frosenbower@field-ops.org","legacyData | noMapTagData"
