uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempShrubStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,remarks,recordedBy,measuredBy,dataQF
"8fbf540d-0240-4c67-8c19-3081e6795707","TEAK_043.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_043",,"NEON.PLA.D17.TEAK.02233",,,"small shrub","Live",,,0.7,,,,0.5,0.5,"Full shade","cylinder",,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"51a860bf-a597-490f-9cb8-d2da32b230da","TEAK_052.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_052",,"NEON.PLA.D17.TEAK.02269",,,"single bole tree","Live",71.4,130,,,,,,,"Partially shaded",,,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"541d2c93-c585-4efa-bd9b-b16b30f4f5e8","TEAK_043.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_043",,"NEON.PLA.D17.TEAK.02228",,,"sapling","Standing dead",,,0.4,,,,,,"Full shade",,,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"7cf1a7e9-5898-418e-a566-152e8304964f","TEAK_043.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_043",,"NEON.PLA.D17.TEAK.02235",,,"small tree","Live",8.1,130,3.8,,,,,,"Full shade",,,,,,"proofed and no errors","emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"591800d4-70b4-4e1f-b025-fac08c226d31","TEAK_043.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_043",,"NEON.PLA.D17.TEAK.02234",,,"small tree","Live",4.0,130,2.1,,,,,,"Full shade",,,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"bc5ab6df-e4d7-4a38-b69f-103f764570bf","TEAK_052.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_052",,"NEON.PLA.D17.TEAK.02286",,,"sapling","Live",,,1.0,,,,,,"Full shade",,,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"7b279fc3-c516-45ee-ab07-e3749afac05a","TEAK_052.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_052",,"NEON.PLA.D17.TEAK.02274",,,"single bole tree","Live",26.6,130,,,,,,,"Partially shaded",,,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"87f202ef-0a80-4248-a2c9-4c97360c7e68","TEAK_052.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_052",,"NEON.PLA.D17.TEAK.02267",,,"single shrub","Live",,,3.4,,,,2.5,2.2,"Full shade","cone",,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"d6eb0a72-1738-4961-977b-9047a57d227a","TEAK_052.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_052",,"NEON.PLA.D17.TEAK.02271",,,"single bole tree","Live",18.4,130,,,,,,,"Mostly shaded",,,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"1c698d6d-c186-439f-b336-a7613ebdcfdc","TEAK_043.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_043",,"NEON.PLA.D17.TEAK.02231",,,"sapling","Live",,,1.0,,,,,,"Full shade",,,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"97550d97-49c8-4ff0-8e23-1cf300b508f5","TEAK_043.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_043",,"NEON.PLA.D17.TEAK.02238",,,"single bole tree","Standing dead",23.5,130,,,,,,,"Mostly shaded",,,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"2053555f-c1a7-4b9b-8f53-371750f6b432","TEAK_043.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_043",,"NEON.PLA.D17.TEAK.02246",,,"single bole tree","Live",17.0,130,,,,,,,"Mostly shaded",,,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"07ff4a0d-a32b-45f5-bd44-05252ce26776","TEAK_043.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_043",,"NEON.PLA.D17.TEAK.02241",,,"single bole tree","Live",11.0,130,,,,,,,"Full shade",,,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"a8d2f6ad-4341-4d7d-97f1-4ce041fe59c1","TEAK_052.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_052",,"NEON.PLA.D17.TEAK.02277",,,"single bole tree","Live",10.6,130,,,,,,,"Mostly shaded",,,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"cf56404c-ad8b-4664-8be1-4e7a84659772","TEAK_052.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_052",,"NEON.PLA.D17.TEAK.02282",,,"small tree","Live",2.9,130,2.4,,,,,,"Full shade",,,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"ad8b4485-ba49-4251-926d-c5784c858748","TEAK_052.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_052",,"NEON.PLA.D17.TEAK.02249",,,"small tree","Live",3.9,130,2.4,,,,,,"Full shade",,,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"52b488ea-70a4-4fd5-a28c-fa8f8d2d343a","TEAK_052.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_052",,"NEON.PLA.D17.TEAK.02256",,,"sapling","Live",,,1.0,,,,,,"Full shade",,,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"657133d8-f853-4622-8292-36c9d9e510fc","TEAK_052.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_052",,"NEON.PLA.D17.TEAK.02266",,,"small tree","Live",7.3,130,3.4,,,,,,"Full shade",,,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"6dadf519-fe3a-4f80-8866-07269615b08f","TEAK_052.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_052",,"NEON.PLA.D17.TEAK.02275",,,"single bole tree","Live",23.1,130,,,,,,,"Partially shaded",,,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
"b9dc620a-e11d-4cf1-bad7-a23f87977041","TEAK_052.basePlot.vst","2015-10-01","vst_TEAK_2015","D17","TEAK","TEAK_052",,"NEON.PLA.D17.TEAK.02261",,,"small tree","Live",1.5,130,1.6,,,,,,"Full shade",,,,,,,"emccarthy@field-ops.org","kzias@field-ops.org","legacyData"
