uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,samplingProtocolVersion,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"b082247e-de70-49b1-9a72-02fe851c21a6","HEAL_054.basePlot.vst","2015-06-01","D19","HEAL","HEAL_054","tower","dwarfScrub",63.875398,-149.206228,"WGS84",10.1,391624.72,7085003.24,"6N",673.9,0.1,"vst_HEAL_2015","NEON.DOC.000987vD",,,,,,,"25","noneSelected",400,200,400,,,"aboyd@field-ops.org","legacyData"
"dff72b8c-b6e8-4371-9679-3cb54f5d4418","HEAL_048.basePlot.vst","2015-06-01","D19","HEAL","HEAL_048","tower","dwarfScrub",63.875088,-149.210438,"WGS84",20.1,391416.78,7084975.87,"6N",677.6,0.1,"vst_HEAL_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,,,"aboyd@field-ops.org","legacyData"
"b618c9ee-c20a-4b90-b525-9e8f5a80c061","HEAL_051.basePlot.vst","2015-06-02","D19","HEAL","HEAL_051","tower","shrubScrub",63.874170,-149.217696,"WGS84",10.1,391056.80,7084886.00,"6N",689.0,0.1,"vst_HEAL_2015","NEON.DOC.000987vD",,,,,,,"1","noneSelected",400,8,400,,,"aboyd@field-ops.org","legacyData"
"bb059265-4462-496b-8682-db2d953e2e1a","HEAL_074.basePlot.vst","2015-06-02","D19","HEAL","HEAL_074","tower","shrubScrub",63.873616,-149.218256,"WGS84",10.1,391027.16,7084825.25,"6N",690.5,0.1,"vst_HEAL_2015","NEON.DOC.000987vD",,,,,,,"1","noneSelected",400,8,400,,,"aboyd@field-ops.org","legacyData"
"58f41257-8a53-4533-a02f-4d2c7359b5a9","HEAL_053.basePlot.vst","2015-06-02","D19","HEAL","HEAL_053","tower","dwarfScrub",63.873333,-149.219447,"WGS84",10.1,390967.57,7084795.77,"6N",689.4,0.1,"vst_HEAL_2015","NEON.DOC.000987vD",,,,,,,"25","noneSelected",400,200,400,,,"aboyd@field-ops.org","legacyData"
"04aa2088-6085-4e3d-b14b-7f1860f0557f","HEAL_056.basePlot.vst","2015-06-02","D19","HEAL","HEAL_056","tower","dwarfScrub",63.874217,-149.215246,"WGS84",10.1,391177.30,7084887.05,"6N",686.1,0.1,"vst_HEAL_2015","NEON.DOC.000987vD",,,,,,,"25","noneSelected",400,200,400,,,"aboyd@field-ops.org","legacyData"
"f8072149-c5a1-416d-aed8-e8784f4b8d06","HEAL_065.basePlot.vst","2015-06-03","D19","HEAL","HEAL_065","tower","dwarfScrub",63.874650,-149.221417,"WGS84",10.1,390875.93,7084945.82,"6N",686.7,0.1,"vst_HEAL_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,,,"mgrandfield@field-ops.org","legacyData"
"4b1466d6-4a98-4dab-af90-1d66e4811b4c","HEAL_057.basePlot.vst","2015-06-03","D19","HEAL","HEAL_057","tower","shrubScrub",63.875183,-149.221445,"WGS84",10.1,390876.62,7085005.23,"6N",686.5,0.1,"vst_HEAL_2015","NEON.DOC.000987vD",,,,,,,"10","noneSelected",400,80,400,,,"aboyd@field-ops.org","legacyData"
"9df487f8-ebad-47ad-9027-3167c56e010a","HEAL_059.basePlot.vst","2015-06-04","D19","HEAL","HEAL_059","tower","shrubScrub",63.872278,-149.217566,"WGS84",10.1,391055.86,7084675.05,"6N",692.1,0.1,"vst_HEAL_2015","NEON.DOC.000987vD",,,,,,,"10","noneSelected",400,80,400,,,"aboyd@field-ops.org","legacyData"
"f7c11bb6-d578-45ae-93aa-0a028deddea8","HEAL_046.basePlot.vst","2015-06-04","D19","HEAL","HEAL_046","tower","shrubScrub",63.873367,-149.216447,"WGS84",20.1,391115.03,7084794.43,"6N",691.0,0.1,"vst_HEAL_2015","NEON.DOC.000987vD",,,,,,,"10","noneSelected",400,80,400,,,"aboyd@field-ops.org","legacyData"
"85309b85-8c4c-4272-acc4-ca5b991d8a52","HEAL_055.basePlot.vst","2015-06-05","D19","HEAL","HEAL_055","tower","dwarfScrub",63.873815,-149.222557,"WGS84",10.1,390816.70,7084854.77,"6N",685.6,0.1,"vst_HEAL_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,,,"kschroder@neoninc.org","legacyData"
"5f7a6680-eec0-4ad2-8cb3-9a6c17cd1327","HEAL_047.basePlot.vst","2015-06-08","D19","HEAL","HEAL_047","tower","shrubScrub",63.872775,-149.220656,"WGS84",20.1,390906.03,7084735.68,"6N",687.9,0.1,"vst_HEAL_2015","NEON.DOC.000987vD",,,,,,,"10","noneSelected",400,80,400,,,"aboyd@field-ops.org","legacyData"
