uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,samplingProtocolVersion,taxonID,scientificName,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF
"3f2c061d-0c53-41e9-b18e-d343e9176133","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","41",,,,,,"NEON.PLA.D03.JERC.00093",,,"NEON.DOC.000987vC","SASSA","Sassafras sp.","genus",,,,,"Listed on data sheet as subplot ID 51 corrected on data sheet; Living","jkilmer@field-ops.org","tantony@field-ops.org",
"b698f952-03ee-43a2-9e9e-da5e5b2d7308","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","31",,,,,,"NEON.PLA.D03.JERC.00072",,,"NEON.DOC.000987vC","DIOSP","Diospyros sp.","genus",,,,,"Dead Rx Fire","jkilmer@field-ops.org","tantony@field-ops.org",
"54bd1fba-c4b3-4574-823c-27cc4add7c55","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","31",,,,,,"NEON.PLA.D03.JERC.00069",,,"NEON.DOC.000987vC","DIOSP","Diospyros sp.","genus",,,,,"Dead Rx Fire","jkilmer@field-ops.org","tantony@field-ops.org",
"a65c0562-de26-474e-943a-da19568440d0","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","40",,,,,,"NEON.PLA.D03.JERC.00079",,,"NEON.DOC.000987vC","SASSA","Sassafras sp.","genus",,,,,"no transcription errors found; Listed on data sheet as subplot ID 33 corrected on data sheet; Dead Rx Fire","jkilmer@field-ops.org","tantony@field-ops.org",
"d2343c7c-fe05-4701-970b-489802420997","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","40",,,,,,"NEON.PLA.D03.JERC.00080",,,"NEON.DOC.000987vC","PIPA2","Pinus palustris Mill.","species",,,,,"Listed on data sheet as subplot ID 49 corrected on data sheet/","jkilmer@field-ops.org","tantony@field-ops.org",
"06ce86aa-1bb6-4d72-a0ba-cec765cc7b2b","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","40",,,,,,"NEON.PLA.D03.JERC.00082",,,"NEON.DOC.000987vC","DIOSP","Diospyros sp.","genus",,,,,"Listed on data sheet as subplot ID 49 corrected on data sheet","jkilmer@field-ops.org","tantony@field-ops.org",
"95f40214-89b0-4c62-9d67-fa1398bdfaf6","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","41",,"41",7.4,60.1,,"NEON.PLA.D03.JERC.00092",,,"NEON.DOC.000987vC","PIPA2","Pinus palustris Mill.","species",,,,,"Listed on data sheet as subplot ID 51 corrected on data sheet; pointID number not on data sheet used 41","jkilmer@field-ops.org","tantony@field-ops.org",
"2504341c-b224-4718-8471-8fad1484fc44","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","31",,"41",8.4,82.5,,"NEON.PLA.D03.JERC.00058",,,"NEON.DOC.000987vC","PIPA2","Pinus palustris Mill.","species",,,,,"Azimuth recorded in Point ID;no pointID on the data sheet chose 41","jkilmer@field-ops.org","tantony@field-ops.org",
"a2a8b308-2e25-4ad2-bc77-1dca9cd75b59","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","40",,,,,,"NEON.PLA.D03.JERC.00086",,,"NEON.DOC.000987vC","DIOSP","Diospyros sp.","genus",,,,,"Listed on data sheet as subplot ID 49 corrected on data sheet","jkilmer@field-ops.org","tantony@field-ops.org",
"89f6c208-0cf8-43fe-aa09-0561ee682b3f","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","31",,,,,,"NEON.PLA.D03.JERC.00065",,,"NEON.DOC.000987vC","RHCO","Rhus copallinum L.","species",,,,,"Dead Rx Fire","jkilmer@field-ops.org","tantony@field-ops.org",
"29c6e77d-92fe-4dfd-b784-96768f315304","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","31",,"41",6.8,248.2,,"NEON.PLA.D03.JERC.00056",,,"NEON.DOC.000987vC","PIPA2","Pinus palustris Mill.","species",,,,,"Azimuth recorded in Point ID; no transcription errors found; ask for point ID data sheet doesn't have one so put 41","jkilmer@field-ops.org","tantony@field-ops.org",
"cd3b84af-4e15-470b-8ed3-1137a6e544fd","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","31",,,,,,"NEON.PLA.D03.JERC.00060",,,"NEON.DOC.000987vC","DIOSP","Diospyros sp.","genus",,,,,"Dead Rx Fire","jkilmer@field-ops.org","tantony@field-ops.org",
"4daf7e18-fd1d-41a4-8eb3-356bfcff04b8","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","31",,"41",4.8,188.4,,"NEON.PLA.D03.JERC.00057",,,"NEON.DOC.000987vC","PIPA2","Pinus palustris Mill.","species",,,,,"Azimuth recorded in Point ID;ask for point ID data sheet doesn't have one so put 41","jkilmer@field-ops.org","tantony@field-ops.org",
"c5caab74-ea47-4753-a181-24770640d989","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","31",,,,,,"NEON.PLA.D03.JERC.00068",,,"NEON.DOC.000987vC","SASSA","Sassafras sp.","genus",,,,,"Dead Rx Fire","jkilmer@field-ops.org","tantony@field-ops.org",
"ec8a5a0d-c9b0-4ea9-80e2-bc27f9e2ee0e","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","31",,,,,,"NEON.PLA.D03.JERC.00063",,,"NEON.DOC.000987vC","SASSA","Sassafras sp.","genus",,,,,"Dead Rx Fire","jkilmer@field-ops.org","tantony@field-ops.org",
"708790fa-3dfb-4faa-86fa-2e9c87b3bb62","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","31",,,,,,"NEON.PLA.D03.JERC.00061",,,"NEON.DOC.000987vC","SASSA","Sassafras sp.","genus",,,,,"Dead Rx Fire","jkilmer@field-ops.org","tantony@field-ops.org",
"0dde0807-96d5-457e-a317-795f7284dc95","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","31",,,,,,"NEON.PLA.D03.JERC.00067",,,"NEON.DOC.000987vC","SASSA","Sassafras sp.","genus",,,,,"Dead Rx Fire","jkilmer@field-ops.org","tantony@field-ops.org",
"9a9cdf3a-a8f6-4af4-bfff-d042aed0014f","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","40",,,,,,"NEON.PLA.D03.JERC.00081",,,"NEON.DOC.000987vC","PIPA2","Pinus palustris Mill.","species",,,,,"Listed on data sheet as subplot ID 49 corrected on data sheet","jkilmer@field-ops.org","tantony@field-ops.org",
"ecf72097-5e80-4583-8b0f-dfd06f97f0ae","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","31",,,,,,"NEON.PLA.D03.JERC.00071",,,"NEON.DOC.000987vC","SASSA","Sassafras sp.","genus",,,,,"Dead Rx Fire","jkilmer@field-ops.org","tantony@field-ops.org",
"bd9e266e-0786-4b16-a754-7096433e6717","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","41",,"41",8.0,19.5,,"NEON.PLA.D03.JERC.00091",,,"NEON.DOC.000987vC","PIPA2","Pinus palustris Mill.","species",,,,,"Listed on data sheet as subplot ID 51 corrected on data sheet. pointID number not on data sheet used number 41","jkilmer@field-ops.org","tantony@field-ops.org",
"2d4df1a8-f8e4-46a1-9942-e1dd42c93966","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","32",,,,,,"NEON.PLA.D03.JERC.00076",,,"NEON.DOC.000987vC","QUIN","Quercus incana W. Bartram","species",,,,,"Listed on data sheet as subplot ID 33 corrected on data sheet; Dead Rx Fire","jkilmer@field-ops.org","tantony@field-ops.org",
"b27c09d4-906e-46b7-a0b5-b7f02052fad8","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","40",,,,,,"NEON.PLA.D03.JERC.00087",,,"NEON.DOC.000987vC","DIOSP","Diospyros sp.","genus",,,,,"Listed on data sheet as subplot ID 49 corrected on data sheet","jkilmer@field-ops.org","tantony@field-ops.org",
"11b7f73c-a7b5-4faf-80fa-61754a190861","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","31",,,,,,"NEON.PLA.D03.JERC.00064",,,"NEON.DOC.000987vC","SASSA","Sassafras sp.","genus",,,,,"Dead Rx Fire","jkilmer@field-ops.org","tantony@field-ops.org",
"ed7924e6-c3fe-4ea3-a6e7-7ec71b550987","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","31",,,,,,"NEON.PLA.D03.JERC.00070",,,"NEON.DOC.000987vC","DIOSP","Diospyros sp.","genus",,,,,"Dead Rx Fire","jkilmer@field-ops.org","tantony@field-ops.org",
"aa67c95f-8737-4777-a062-6900ada77315","JERC_002.basePlot.vst","2014-08-06","vst_JERC_2014","D03","JERC","JERC_002","41",,"41",6.8,20.8,,"NEON.PLA.D03.JERC.00090",,,"NEON.DOC.000987vC","PIPA2","Pinus palustris Mill.","species",,,,,"no transcription errors found; Listed on data sheet as subplot ID 51 corrected on data sheet; pointID number not on datasheet used number 41","jkilmer@field-ops.org","tantony@field-ops.org",
"7f3bdbac-9b1c-4809-b8c5-1394e88f8252","JERC_008.basePlot.vst","2014-08-12","vst_JERC_2014","D03","JERC","JERC_008","32",,,,,,"NEON.PLA.D03.JERC.00135",,,"NEON.DOC.000987vC","DIOSP","Diospyros sp.","genus",,,,,,"jkilmer@field-ops.org","tantony@field-ops.org",
"88b686e9-685d-4105-a6e3-a663be61cc21","JERC_008.basePlot.vst","2014-08-12","vst_JERC_2014","D03","JERC","JERC_008","32",,,,,,"NEON.PLA.D03.JERC.00140",,,"NEON.DOC.000987vC","DIOSP","Diospyros sp.","genus",,,,,,"jkilmer@field-ops.org","tantony@field-ops.org",
"368ef3b1-148f-43e2-b3f7-dbbe46972051","JERC_008.basePlot.vst","2014-08-12","vst_JERC_2014","D03","JERC","JERC_008","32",,,,,,"NEON.PLA.D03.JERC.00133",,,"NEON.DOC.000987vC","DIOSP","Diospyros sp.","genus",,,,,,"jkilmer@field-ops.org","tantony@field-ops.org",
"15d93655-b72d-49e7-8719-f37b1aa71870","JERC_008.basePlot.vst","2014-08-12","vst_JERC_2014","D03","JERC","JERC_008","32",,,,,,"NEON.PLA.D03.JERC.00125",,,"NEON.DOC.000987vC","QUNI","Quercus nigra L.","species",,,,,,"jkilmer@field-ops.org","tantony@field-ops.org",
"4dce02d9-1328-498d-ba6e-b45efe2e48b5","JERC_008.basePlot.vst","2014-08-12","vst_JERC_2014","D03","JERC","JERC_008","32",,,,,,"NEON.PLA.D03.JERC.00110",,,"NEON.DOC.000987vC","2PLANT","Unknown plant","kingdom",,,,,"No transcription errors found","jkilmer@field-ops.org","tantony@field-ops.org",
"af72ecda-2ea9-4889-af58-09c587ccef03","JERC_008.basePlot.vst","2014-08-12","vst_JERC_2014","D03","JERC","JERC_008","32",,"41",8.2,126.0,,"NEON.PLA.D03.JERC.00120",,,"NEON.DOC.000987vC","SASSA","Sassafras sp.","genus",,,,,,"jkilmer@field-ops.org","tantony@field-ops.org",
"ce24790d-db84-403a-997a-72a3a20d01bd","JERC_008.basePlot.vst","2014-08-12","vst_JERC_2014","D03","JERC","JERC_008","41",,,,,,"NEON.PLA.D03.JERC.00151",,,"NEON.DOC.000987vC","QUERC","Quercus sp.","genus",,,,,,"jkilmer@field-ops.org","tantony@field-ops.org",
"0044234b-8110-4815-942a-147a8f6a9947","JERC_008.basePlot.vst","2014-08-12","vst_JERC_2014","D03","JERC","JERC_008","41",,"41",10.8,44.0,,"NEON.PLA.D03.JERC.00156",,,"NEON.DOC.000987vC","QUNI","Quercus nigra L.","species",,,,,"No transcription errors found","jkilmer@field-ops.org","tantony@field-ops.org",
"00f07445-9136-4781-a4dc-3b5c8bc00e6f","JERC_015.basePlot.vst","2014-08-12","vst_JERC_2014","D03","JERC","JERC_015","41",,,,,,"NEON.PLA.D03.JERC.00198",,,"NEON.DOC.000987vC","QUMA3","Quercus marilandica Münchh.","species",,,,,"main stem dead","jkilmer@field-ops.org","tantony@field-ops.org",
"e8f253c0-03b9-4c1e-af6f-544fc553fb48","JERC_005.basePlot.vst","2014-08-12","vst_JERC_2014","D03","JERC","JERC_005","41",,,,,,"NEON.PLA.D03.JERC.00004",,,"NEON.DOC.000987vC","PIPA2","Pinus palustris Mill.","species",,,,,,"jkilmer@field-ops.org","tantony@field-ops.org",
"89a0b23e-782d-440e-be90-0ad9a92affc8","JERC_005.basePlot.vst","2014-08-12","vst_JERC_2014","D03","JERC","JERC_005","41","4",,,,,"NEON.PLA.D03.JERC.00045",,,"NEON.DOC.000987vD","QUIN","Quercus incana W. Bartram","species",,,,,,"jkilmer@field-ops.org","tantony@field-ops.org",
"267ca144-573e-484d-a3d6-79a0fc08fc3e","JERC_005.basePlot.vst","2014-08-12","vst_JERC_2014","D03","JERC","JERC_005","31","1",,,,,"NEON.PLA.D03.JERC.00013",,,"NEON.DOC.000987vC","CRFL2","Crataegus flava Aiton","species",,,,,,"jkilmer@field-ops.org","tantony@field-ops.org",
"5e6dcf81-1025-4ffd-a822-ec957f4f59d3","JERC_015.basePlot.vst","2014-08-12","vst_JERC_2014","D03","JERC","JERC_015","40",,,,,,"NEON.PLA.D03.JERC.00187",,,"NEON.DOC.000987vC","QUMA3","Quercus marilandica Münchh.","species",,,,,"dead","jkilmer@field-ops.org","tantony@field-ops.org",
"ef00a915-6ba0-4172-b66f-4461ca438926","JERC_015.basePlot.vst","2014-08-12","vst_JERC_2014","D03","JERC","JERC_015","32",,,,,,"NEON.PLA.D03.JERC.00174",,,"NEON.DOC.000987vC","PIPA2","Pinus palustris Mill.","species",,,,,,"jkilmer@field-ops.org","tantony@field-ops.org",
