uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,samplingProtocolVersion,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"db982a27-5284-4836-9b16-f7bca38e818f","BLAN_046.basePlot.vst","2015-04-14","D02","BLAN","BLAN_046","tower","cultivatedCrops",39.057489,-78.072671,"WGS84",10.1,753300.23,4327235.42,"17N",184.5,0.1,"vst_BLAN_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"Target taxa not present Ag Field",,,"legacyData"
"4d7af1d6-8e57-4f37-a676-969ae40dab6a","BLAN_043.basePlot.vst","2015-04-14","D02","BLAN","BLAN_043","tower","cultivatedCrops",39.057695,-78.069523,"WGS84",10.1,753571.94,4327267.07,"17N",183.1,0.1,"vst_BLAN_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"Target taxa not present Ag Field",,,"legacyData"
"ef0cdbde-6209-4954-9d57-9c3068527ca6","BLAN_060.basePlot.vst","2015-04-14","D02","BLAN","BLAN_060","tower","cultivatedCrops",39.057168,-78.070252,"WGS84",10.1,753510.73,4327206.54,"17N",181.5,0.1,"vst_BLAN_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"Target taxa not present Ag Field",,,"legacyData"
"3905d22c-1784-40b9-8691-4f9c13f2cdc7","BLAN_060.basePlot.vst","2015-04-14","D02","BLAN","BLAN_060","tower","cultivatedCrops",39.057168,-78.070252,"WGS84",10.1,753510.73,4327206.54,"17N",181.5,0.1,"vst_BLAN_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"Target taxa not present Ag Field",,,"legacyData"
"fce2eb4c-242f-49ed-98d6-8a20a01d1637","BLAN_031.basePlot.vst","2015-04-14","D02","BLAN","BLAN_031","tower","cultivatedCrops",39.058808,-78.070547,"WGS84",20.1,753479.33,4327387.76,"17N",183.1,0.1,"vst_BLAN_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"Target taxa not present Ag Field",,,"legacyData"
"76a15fc4-1b4c-4d01-b4b5-e484cab83178","BLAN_031.basePlot.vst","2015-04-14","D02","BLAN","BLAN_031","tower","cultivatedCrops",39.058808,-78.070547,"WGS84",20.1,753479.33,4327387.76,"17N",183.1,0.1,"vst_BLAN_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"Target taxa not present Ag Field",,,"legacyData"
"e11df095-a387-40e5-a721-6ab3e8a81ec9","BLAN_042.basePlot.vst","2015-04-14","D02","BLAN","BLAN_042","tower","cultivatedCrops",39.058017,-78.071954,"WGS84",10.1,753360.39,4327296.03,"17N",185.2,0.1,"vst_BLAN_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"Target taxa not present Ag Field",,,"legacyData"
"64df5a50-d74b-40b0-9ace-24e95b214814","BLAN_042.basePlot.vst","2015-04-14","D02","BLAN","BLAN_042","tower","cultivatedCrops",39.058017,-78.071954,"WGS84",10.1,753360.39,4327296.03,"17N",185.2,0.1,"vst_BLAN_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"Target taxa not present Ag Field",,,"legacyData"
"32c7f283-65f2-46ef-8cdc-f61dcaaccb78","BLAN_045.basePlot.vst","2015-04-14","D02","BLAN","BLAN_045","tower","cultivatedCrops",39.058280,-78.071244,"WGS84",10.1,753420.90,4327327.20,"17N",183.8,0.1,"vst_BLAN_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"Target taxa not present Ag Field",,,"legacyData"
"0c36737f-6bab-448a-bf68-3afe0db938be","BLAN_045.basePlot.vst","2015-04-14","D02","BLAN","BLAN_045","tower","cultivatedCrops",39.058280,-78.071244,"WGS84",10.1,753420.90,4327327.20,"17N",183.8,0.1,"vst_BLAN_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"Target taxa not present Ag Field",,,"legacyData"
"3a8d5b24-bc64-44cb-882f-1a67823fbd12","BLAN_054.basePlot.vst","2015-04-14","D02","BLAN","BLAN_054","tower","cultivatedCrops",39.056941,-78.071970,"WGS84",10.1,753362.86,4327176.55,"17N",181.7,0.1,"vst_BLAN_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"Target taxa not present Ag Field",,,"legacyData"
"c5597397-ec9d-49b2-86c9-9f572a5c7d4c","BLAN_033.basePlot.vst","2015-04-14","D02","BLAN","BLAN_033","tower","cultivatedCrops",39.058229,-78.069151,"WGS84",20.1,753602.22,4327327.38,"17N",184.6,0.1,"vst_BLAN_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"Target taxa not present Ag Field",,,"legacyData"
"b74e7a36-d655-4606-9645-9c3f142b044f","BLAN_033.basePlot.vst","2015-04-14","D02","BLAN","BLAN_033","tower","cultivatedCrops",39.058229,-78.069151,"WGS84",20.1,753602.22,4327327.38,"17N",184.6,0.1,"vst_BLAN_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"Target taxa not present Ag Field",,,"legacyData"
"ff837120-cc72-44b8-82d5-abf3546333ee","BLAN_034.basePlot.vst","2015-04-14","D02","BLAN","BLAN_034","tower","cultivatedCrops",39.059365,-78.071177,"WGS84",10.1,753422.81,4327447.83,"17N",182.6,0.1,"vst_BLAN_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"Target taxa not present Ag Field",,,"legacyData"
