uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,samplingProtocolVersion,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"9b793651-c67f-43a8-8326-357f6a3d49b2","DEJU_010.basePlot.vst","2016-08-02","D19","DEJU","DEJU_010","distributed","shrubScrub",63.937523,-145.751463,"WGS84",20.1,561202.00,7090651.27,"6N",444.4,0.1,"vst_DEJU_2016","NEON.DOC.000987vF",,,,,,,"10","noneSelected",400,80,400,,"acortese@battelleecology.org","whendricks@field-ops.org",
"e64a5363-2f62-44ee-a21a-3ed05519e915","DEJU_055.basePlot.vst","2016-08-04","D19","DEJU","DEJU_055","tower","evergreenForest",63.876147,-145.756002,"WGS84",20.1,561112.88,7083808.70,"6N",517.4,0.1,"vst_DEJU_2016","NEON.DOC.000987vF","Y",,"Y",,"N",,"10","noneSelected",800,40,800,,"acortese@battelleecology.org","kbiggert@field-ops.org",
"309159ab-ce12-4399-b14c-3216e0f2f155","DEJU_003.basePlot.vst","2016-08-15","D19","DEJU","DEJU_003","distributed","shrubScrub",63.930794,-145.751133,"WGS84",20.1,561232.85,7089901.87,"6N",450.1,0.1,"vst_DEJU_2016","NEON.DOC.000987vF",,,,,,,"10","noneSelected",400,80,400,,"acortese@battelleecology.org","cbaird@battelleecology.org",
"a090257c-d93d-4d58-bf93-7b9ae0601678","DEJU_023.basePlot.vst","2016-08-15","D19","DEJU","DEJU_023","distributed","evergreenForest",63.934644,-145.761389,"WGS84",20.1,560721.71,7090321.01,"6N",451.7,0.1,"vst_DEJU_2016","NEON.DOC.000987vF","Y",,"Y",,"N",,"10","noneSelected",400,80,400,,"whendricks@field-ops.org","gmoore@field-ops.org",
"3f05642d-6a6b-4e3a-81cc-3d0a373ab6e0","DEJU_004.basePlot.vst","2016-08-15","D19","DEJU","DEJU_004","distributed","shrubScrub",63.912331,-145.766038,"WGS84",20.1,560541.92,7087830.58,"6N",468.4,0.1,"vst_DEJU_2016","NEON.DOC.000987vF",,,,,,,"10","noneSelected",400,80,400,,"acortese@battelleecology.org","whendricks@field-ops.org",
"757a47e9-c338-456b-afe0-fd178c18b021","DEJU_008.basePlot.vst","2016-08-17","D19","DEJU","DEJU_008","distributed","shrubScrub",63.897474,-145.761176,"WGS84",20.1,560812.59,7086179.90,"6N",484.6,0.1,"vst_DEJU_2016","NEON.DOC.000987vF","Y",,"Y",,"N",,"10","noneSelected",400,80,400,,"whendricks@field-ops.org","nvandaele@field-ops.org",
"87df38fa-d732-4ba2-85be-89d75d80ef4e","DEJU_005.basePlot.vst","2016-08-17","D19","DEJU","DEJU_005","distributed","shrubScrub",63.896876,-145.753860,"WGS84",20.1,561172.99,7086120.27,"6N",484.2,0.1,"vst_DEJU_2016","NEON.DOC.000987vF",,,,,,,"10","noneSelected",400,80,400,,"acortese@battelleecology.org","gmoore@field-ops.org",
"873c1944-978b-4542-9b24-315bacc09b90","DEJU_019.basePlot.vst","2016-08-17","D19","DEJU","DEJU_019","distributed","evergreenForest",63.891194,-145.751050,"WGS84",20.1,561323.31,7085489.91,"6N",491.7,0.1,"vst_DEJU_2016","NEON.DOC.000987vF","Y",,"Y",,"N",,"10","noneSelected",400,80,400,,"acortese@neoninc.org","gmoore@field-ops.org",
"4a945938-7683-46ee-b7a3-c348f8e29106","DEJU_001.basePlot.vst","2016-08-18","D19","DEJU","DEJU_001","distributed","shrubScrub",63.892440,-145.769965,"WGS84",20.1,560392.00,7085610.69,"6N",494.9,0.1,"vst_DEJU_2016","NEON.DOC.000987vF","Y",,"Y",,"N",,"10","noneSelected",400,80,400,,"rpernick@field-ops@org","kbiggert@field-ops.org",
"c285f0ce-1bda-474a-99d9-b013a2119fdd","DEJU_053.basePlot.vst","2016-08-22","D19","DEJU","DEJU_053","tower","evergreenForest",63.881614,-145.763712,"WGS84",20.1,560722.35,7084410.44,"6N",511.4,0.1,"vst_DEJU_2016","NEON.DOC.000987vF","Y",,"Y",,"N",,"10","noneSelected",800,40,800,,"whendricks@field-ops.org","frosenbower@field-ops.org",
