uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,samplingProtocolVersion,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"65a433a4-20c3-40b2-956d-af7381379e3a","NIWO_054.basePlot.vst","2015-07-01","D13","NIWO","NIWO_054","tower","grasslandHerbaceous",40.053301,-105.586507,"WGS84",10.1,449974.73,4433837.90,"13N",3510.3,0.1,"vst_NIWO_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,,,"jjensen@field-ops.org","legacyData"
"e5d695a0-f6e5-465b-be5d-187eecd4ab21","NIWO_066.basePlot.vst","2015-07-02","D13","NIWO","NIWO_066","tower","grasslandHerbaceous",40.050320,-105.586479,"WGS84",10.1,449974.94,4433507.02,"13N",3469.5,0.1,"vst_NIWO_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"No veg structure; no target taxa present",,"jjensen@field-ops.org","legacyData"
"2357917a-fba5-4fb6-bdc9-0b691a7fcb90","NIWO_053.basePlot.vst","2015-07-07","D13","NIWO","NIWO_053","tower","grasslandHerbaceous",40.053571,-105.584402,"WGS84",10.1,450154.47,4433866.69,"13N",3490.9,0.1,"vst_NIWO_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,,,"jjensen@field-ops.org","legacyData"
"c615741c-a3ba-4307-bd4c-ea0bbcc2bac2","NIWO_068.basePlot.vst","2015-07-08","D13","NIWO","NIWO_068","tower","grasslandHerbaceous",40.050589,-105.587175,"WGS84",10.1,449915.77,4433537.27,"13N",3476.0,0.1,"vst_NIWO_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"No veg structure; no target taxa present",,"jjensen@field-ops.org","legacyData"
"76d151bb-8903-4852-8dc9-8b142c6d2835","NIWO_065.basePlot.vst","2015-07-08","D13","NIWO","NIWO_065","tower","grasslandHerbaceous",40.051404,-105.587551,"WGS84",10.1,449884.30,4433627.94,"13N",3487.5,0.1,"vst_NIWO_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"No Veg Structure, no target taxa present",,"jjensen@field-ops.org","legacyData"
"75756d24-5b80-4c68-8a80-26c87fcc24d9","NIWO_048.basePlot.vst","2015-07-08","D13","NIWO","NIWO_048","tower","grasslandHerbaceous",40.053574,-105.585102,"WGS84",10.1,450094.77,4433867.41,"13N",3498.0,0.1,"vst_NIWO_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"No Target Taxa(No VST, Yes Plant Div)",,"jjensen@field-ops.org","legacyData"
"b538ed5c-a4cf-49d1-a455-0e4bef8bfc90","NIWO_062.basePlot.vst","2015-07-09","D13","NIWO","NIWO_062","tower","shrubScrub",40.051140,-105.585787,"WGS84",10.1,450034.57,4433597.64,"13N",3477.0,0.1,"vst_NIWO_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,,,"jjensen@field-ops.org","legacyData"
"6e52b2a8-40b4-46eb-b53a-af63e0425e8c","NIWO_069.basePlot.vst","2015-07-09","D13","NIWO","NIWO_069","tower","grasslandHerbaceous",40.050042,-105.587510,"WGS84",10.1,449886.80,4433476.74,"13N",3468.0,0.1,"vst_NIWO_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"No veg structure; no target taxa present",,"jjensen@field-ops.org","legacyData"
"bdbde24b-9a77-4dc0-9a9a-6bf1b178d59a","NIWO_049.basePlot.vst","2015-07-10","D13","NIWO","NIWO_049","tower","grasslandHerbaceous",40.050874,-105.585072,"WGS84",10.1,450095.36,4433567.72,"13N",3460.2,0.1,"vst_NIWO_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,,,"lclark@field-ops.org","legacyData"
"e81d5c1e-1b15-43a2-aa10-f59cf7b671ca","NIWO_067.basePlot.vst","2015-07-20","D13","NIWO","NIWO_067","tower","grasslandHerbaceous",40.049790,-105.585046,"WGS84",10.1,450096.79,4433447.39,"13N",3443.5,0.1,"vst_NIWO_2015","NEON.DOC.000987vD",,,,,,,"25","noneSelected",400,200,400,,,"jjensen@field-ops.org","legacyData"
"494a7bd7-b664-43b8-9266-3a3692f95e98","NIWO_050.basePlot.vst","2015-07-20","D13","NIWO","NIWO_050","tower","grasslandHerbaceous",40.050338,-105.584011,"WGS84",10.1,450185.47,4433507.63,"13N",3437.3,0.1,"vst_NIWO_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,,,"lclark@field-ops.org","legacyData"
"b0454d61-e16e-43ee-a37d-e5efa0f74870","NIWO_043.basePlot.vst","2015-07-23","D13","NIWO","NIWO_043","tower","grasslandHerbaceous",40.054650,-105.586515,"WGS84",20.1,449975.04,4433987.63,"13N",3540.8,0.1,"vst_NIWO_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,"No Target Taxa (No VST, yes Plant Div)",,"lclark@field-ops.org","legacyData"
"bbc3ed83-a0db-4457-bbe1-b2f23ca37ad3","NIWO_044.basePlot.vst","2015-07-23","D13","NIWO","NIWO_044","tower","grasslandHerbaceous",40.051697,-105.582976,"WGS84",10.1,450274.74,4433657.89,"13N",3453.3,0.1,"vst_NIWO_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,,,"jjensen@field-ops.org","legacyData"
"3dec96c4-b924-490c-92a2-cbf4d0f5255e","NIWO_047.basePlot.vst","2015-07-28","D13","NIWO","NIWO_047","tower","grasslandHerbaceous",40.054657,-105.584399,"WGS84",10.1,450155.52,4433987.22,"13N",3509.8,0.1,"vst_NIWO_2015","NEON.DOC.000987vD",,,,,,,"noneSelected","noneSelected",400,400,400,,,"jrappaport@field-ops.org","legacyData"
"bae5af48-f9c0-402b-8d5f-1ad3d851c952","NIWO_057.basePlot.vst","2015-07-29","D13","NIWO","NIWO_057","tower","evergreenForest",40.047082,-105.585059,"WGS84",10.2,450093.70,4433146.83,"13N",3382.5,0.3,"vst_NIWO_2015","NEON.DOC.000987vD",,,,,,,"25","noneSelected",400,200,400,,,"jjensen@field-ops.org","legacyData"
