uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempShrubStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,remarks,recordedBy,measuredBy,dataQF
"75affe42-a7a5-436b-aa93-885285b2ddf4","SRER_047.basePlot.vst","2016-11-08","vst_SRER_2016","D14","SRER","SRER_047",,"NEON.PLA.D14.SRER.01580",,"ok","small shrub","Live",,,1.9,,,,2.8,2.7,,"half-sphere",1.7,10,,,,"srose@neoninc.org","nmiller@field-ops.org","legacyData"
"5b86b0f2-e582-4458-87c7-ddbe2e1adf43","SRER_047.basePlot.vst","2016-11-08","vst_SRER_2016","D14","SRER","SRER_047",,"NEON.PLA.D14.SRER.01587",,"ok","small shrub","Live",,,2.0,,,,3.2,2.9,,"half-sphere",1.0,10,,,,"srose@neoninc.org","nmiller@field-ops.org","legacyData"
"f5a35794-b25a-4089-b6e1-26c339ead045","SRER_047.basePlot.vst","2016-11-08","vst_SRER_2016","D14","SRER","SRER_047",,"NEON.PLA.D14.SRER.01587",,"ok","small shrub","Standing dead",,,2.0,,,,3.2,2.9,,"half-sphere",1.4,10,,,,"srose@neoninc.org","nmiller@field-ops.org","legacyData"
"e3238126-68a6-4a06-b13e-5851d0392594","SRER_047.basePlot.vst","2016-11-08","vst_SRER_2016","D14","SRER","SRER_047",,"NEON.PLA.D14.SRER.01596",,"ok","small shrub","Live",,,1.5,,,,2.3,2.0,,"half-sphere",1.1,10,,,,"srose@neoninc.org","nmiller@field-ops.org","legacyData"
"83d4aed4-cf51-469e-b4d4-80acc126f927","SRER_047.basePlot.vst","2016-11-08","vst_SRER_2016","D14","SRER","SRER_047",,"NEON.PLA.D14.SRER.01598",,"ok","small shrub","Live",,,1.6,,,,1.7,1.4,,"half-sphere",1.1,10,,,,"srose@neoninc.org","nmiller@field-ops.org","legacyData"
"3bc8d9d8-4579-4765-b2cd-aae9c3f012fd","SRER_047.basePlot.vst","2016-11-08","vst_SRER_2016","D14","SRER","SRER_047",,"NEON.PLA.D14.SRER.01553",,"ok","small shrub","Live",,,1.3,,,,1.3,1.0,,"half-sphere",1.4,10,,,,"srose@neoninc.org","nmiller@field-ops.org","legacyData"
"3bf9ddbd-30cf-4dd4-82fb-7a7ae43897f2","SRER_047.basePlot.vst","2016-11-08","vst_SRER_2016","D14","SRER","SRER_047",,"NEON.PLA.D14.SRER.01590",,"ok","small shrub","Live",,,1.6,,,,1.9,1.7,,"inverted cone",1.3,10,0.20,0.20,,"srose@neoninc.org","nmiller@field-ops.org","legacyData"
"cda5d57a-bda6-4e33-b1e5-873986f0d3b5","SRER_047.basePlot.vst","2016-11-08","vst_SRER_2016","D14","SRER","SRER_047",,"NEON.PLA.D14.SRER.01587",,"ok","small shrub","Live",,,2.0,,,,3.2,2.9,,"half-sphere",1.3,10,,,,"srose@neoninc.org","nmiller@field-ops.org","legacyData"
"4887abf5-8ed8-4c10-bc1a-e2cff26293ab","SRER_047.basePlot.vst","2016-11-08","vst_SRER_2016","D14","SRER","SRER_047",,"NEON.PLA.D14.SRER.01596",,"ok","small shrub","Standing dead",,,1.5,,,,2.3,2.0,,"half-sphere",1.0,10,,,,"srose@neoninc.org","nmiller@field-ops.org","legacyData"
"265f8aef-b47f-4845-b88c-eb7475d40694","SRER_047.basePlot.vst","2016-11-08","vst_SRER_2016","D14","SRER","SRER_047",,"NEON.PLA.D14.SRER.01579",,"ok","small shrub","Standing dead",,,1.6,,,,1.6,1.6,,"cylinder",1.7,10,,,,"srose@neoninc.org","nmiller@field-ops.org","legacyData"
"32b1d681-46bc-4662-8681-fbfaadfbf515","SRER_047.basePlot.vst","2016-11-08","vst_SRER_2016","D14","SRER","SRER_047",,"NEON.PLA.D14.SRER.01585",,"ok","small shrub","Live",,,2.1,,,,2.0,1.5,,"cylinder",1.2,10,,,,"srose@neoninc.org","nmiller@field-ops.org","legacyData"
