uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempShrubStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,remarks,recordedBy,measuredBy,dataQF
"1bbb9349-5c7a-4dc7-9782-c163424041ed","CLBJ_047.basePlot.vst","2016-11-01","vst_CLBJ_2016","D11","CLBJ","CLBJ_047",,"NEON.PLA.D11.CLBJ.01883",,"ok","small tree","Live, physically damaged",8.6,130,3.3,,,,3.7,3.2,,,,,,,"Burned","jjamison@field-ops.org","ttillson@field-ops.org","legacyData"
"2ae4f074-db57-416a-bfc3-ff1f4138e243","CLBJ_047.basePlot.vst","2016-11-01","vst_CLBJ_2016","D11","CLBJ","CLBJ_047",,"NEON.PLA.D11.CLBJ.01886",,"ok","small shrub","Live, physically damaged",,,1.5,,,,0.8,0.6,,"cylinder",1.9,10,,,"Burned; qc'd by J Barnett 20161227","jjamison@field-ops.org","ttillson@field-ops.org","legacyData"
"7566c62d-376c-41c7-bc1f-87e2c412845a","CLBJ_047.basePlot.vst","2016-11-01","vst_CLBJ_2016","D11","CLBJ","CLBJ_047",,"NEON.PLA.D11.CLBJ.01894",,"ok","small tree","Live, physically damaged",1.6,130,1.9,,,,1.4,1.2,,,,,,,"Burned","jjamison@field-ops.org","ttillson@field-ops.org","legacyData"
"0ceb3a19-6d2d-4df9-8592-dc7a17184d79","CLBJ_047.basePlot.vst","2016-11-01","vst_CLBJ_2016","D11","CLBJ","CLBJ_047",,"NEON.PLA.D11.CLBJ.01899",,"ok","small tree","Live, physically damaged",3.2,130,3.2,,,,3.4,2.5,,,,,,,"Burned","jjamison@field-ops.org","ttillson@field-ops.org","legacyData"
"caf9232b-57ae-4b3b-945b-f6673a0006a6","CLBJ_047.basePlot.vst","2016-11-01","vst_CLBJ_2016","D11","CLBJ","CLBJ_047",,"NEON.PLA.D11.CLBJ.01900",,"ok","small tree","Live, physically damaged",1.3,130,1.7,,,,2.0,1.2,,,,,,,"Burned","jjamison@field-ops.org","ttillson@field-ops.org","legacyData"
"74a466b4-4d0c-4b3a-96cf-1b435954ca39","CLBJ_047.basePlot.vst","2016-11-01","vst_CLBJ_2016","D11","CLBJ","CLBJ_047",,"NEON.PLA.D11.CLBJ.01888",,"ok","sapling","Live, physically damaged",,,1.4,,,,,,,,1.7,10,,,"Burned","jjamison@field-ops.org","ttillson@field-ops.org","legacyData"
"795e6e68-eefc-40ef-b64a-3b4bc84b54f2","CLBJ_047.basePlot.vst","2016-11-01","vst_CLBJ_2016","D11","CLBJ","CLBJ_047",,"NEON.PLA.D11.CLBJ.01880",,"ok","sapling","Live, physically damaged",,,1.1,,,,,,,,3.2,10,,,"Burned","jjamison@field-ops.org","ttillson@field-ops.org","legacyData"
"035639c0-e070-4a5f-8a2c-b3055d570a64","CLBJ_047.basePlot.vst","2016-11-01","vst_CLBJ_2016","D11","CLBJ","CLBJ_047",,"NEON.PLA.D11.CLBJ.01885",,"ok","sapling","Live, physically damaged",,,0.7,,,,,,,,1.6,10,,,"Burned","jjamison@field-ops.org","ttillson@field-ops.org","legacyData"
"89687c63-849c-4599-b677-e606d452a79f","CLBJ_047.basePlot.vst","2016-11-01","vst_CLBJ_2016","D11","CLBJ","CLBJ_047",,"NEON.PLA.D11.CLBJ.01889",,"ok","small tree","Live, physically damaged",7.2,130,3.4,,,,3.5,3.2,,,,,,,"Burned","jjamison@field-ops.org","ttillson@field-ops.org","legacyData"
"3d1bb47e-1555-4570-afd3-3adbc4885c76","CLBJ_047.basePlot.vst","2016-11-01","vst_CLBJ_2016","D11","CLBJ","CLBJ_047",,"NEON.PLA.D11.CLBJ.01874",,"ok","sapling","Live, physically damaged",,,1.4,,,,,,,,1.7,10,,,"Burned","jjamison@field-ops.org","ttillson@field-ops.org","legacyData"
