uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,samplingProtocolVersion,taxonID,scientificName,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF
"f70a0d73-b2d2-45c2-9cc4-e9b5f3d9d8b6","UKFS_032.basePlot.vst","2015-08-15","vst_UKFS_2015","D06","UKFS","UKFS_032","23",,"43",10.0,180.3,,"NEON.PLA.D06.UKFS.00162","00212",,"NEON.DOC.000987vE","FRAXI","Fraxinus sp.","genus",,,,,"a/p","sroberts@field-ops.org","mharris@field-ops.org",
"8c982b27-541f-45bb-bdf0-3e4722fe6ac4","UKFS_032.basePlot.vst","2015-08-15","vst_UKFS_2015","D06","UKFS","UKFS_032","41",,"41",9.2,72.3,,"NEON.PLA.D06.UKFS.00002","00212",,"NEON.DOC.000987vE","FRAXI","Fraxinus sp.","genus",,,,,"a/p","agutting@field-ops.org","amau@field-ops.org",
"69206569-3f06-4d7c-90d6-d4c724be75a3","UKFS_032.basePlot.vst","2015-08-15","vst_UKFS_2015","D06","UKFS","UKFS_032","23",,,,,,"NEON.PLA.D06.UKFS.00063",,,"NEON.DOC.000987vE","QUMU","Quercus muehlenbergii Engelm.","species",,,,,,"agutting@field-ops.org","amau@field-ops.org",
"1acb931c-937f-41b0-8331-3b3da5f1a3cc","UKFS_032.basePlot.vst","2015-08-15","vst_UKFS_2015","D06","UKFS","UKFS_032","41","4",,,,,"NEON.PLA.D06.UKFS.00087",,,"NEON.DOC.000987vE","CEOC","Celtis occidentalis L.","species",,,,,,"kkelly@battelleecology.org","kkelly@battelleecology.org",
"b717a705-2926-49c7-9e5d-d1a3e8639964","UKFS_032.basePlot.vst","2015-08-15","vst_UKFS_2015","D06","UKFS","UKFS_032","41",,,,,,"NEON.PLA.D06.UKFS.00032",,,"NEON.DOC.000987vE","JUVI","Juniperus virginiana L.","species",,,,,,"agutting@field-ops.org","amau@field-ops.org",
"ca193312-c10f-4432-acb4-ec5a0865fde4","UKFS_032.basePlot.vst","2015-08-15","vst_UKFS_2015","D06","UKFS","UKFS_032","23",,,,,,"NEON.PLA.D06.UKFS.00038",,,"NEON.DOC.000987vE","JUVI","Juniperus virginiana L.","species",,,,,,"agutting@field-ops.org","amau@field-ops.org",
"44c244d0-c1b5-4168-9786-207964f3f91b","UKFS_032.basePlot.vst","2015-08-15","vst_UKFS_2015","D06","UKFS","UKFS_032","41","4",,,,,"NEON.PLA.D06.UKFS.00089",,,"NEON.DOC.000987vE","SYOR","Symphoricarpos orbiculatus Moench","species",,,,,,"amau@field-ops.org","mharris@field-ops.org",
"4c17c187-f31a-418d-b2a1-e9f5635e2ae1","UKFS_032.basePlot.vst","2015-08-15","vst_UKFS_2015","D06","UKFS","UKFS_032","23",,,,,,"NEON.PLA.D06.UKFS.00073",,,"NEON.DOC.000987vE","QUMU","Quercus muehlenbergii Engelm.","species",,,,,,"agutting@field-ops.org","amau@field-ops.org",
"7c07dc0a-7d2d-4cf9-b811-fe8936a88dcf","UKFS_032.basePlot.vst","2015-08-15","vst_UKFS_2015","D06","UKFS","UKFS_032","23",,"43",5.3,190.4,,"NEON.PLA.D06.UKFS.00194","00212",,"NEON.DOC.000987vE","FRAXI","Fraxinus sp.","genus",,,,,"a/p","sroberts@field-ops.org","mharris@field-ops.org",
"790ccf42-937a-40b4-b89a-b09b593ccd48","UKFS_032.basePlot.vst","2015-08-15","vst_UKFS_2015","D06","UKFS","UKFS_032","23",,,,,,"NEON.PLA.D06.UKFS.00165","00212",,"NEON.DOC.000987vE","FRAXI","Fraxinus sp.","genus",,,,,"a/p","sroberts@field-ops.org","mharris@field-ops.org",
