uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,samplingProtocolVersion,taxonID,scientificName,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF
"5cebf867-092b-4574-a401-8f62e191a7c8","WOOD_070.basePlot.vst","2014-09-23","vst_WOOD_2014","D09","WOOD","WOOD_070","31","1","31",1.6,357.0,,"NEON.PLA.D09.WOOD.00001",,,"NEON.DOC.000987vE","SHAR","Shepherdia argentea (Pursh) Nutt.","species",,,,,,"jeldridge@neoninc.org","mlakey@field-ops.org",
"fd40e8ab-eb30-465e-a72e-d3065db12753","WOOD_070.basePlot.vst","2014-09-23","vst_WOOD_2014","D09","WOOD","WOOD_070","31","1","31",2.1,352.1,,"NEON.PLA.D09.WOOD.00002",,,"NEON.DOC.000987vE","SHAR","Shepherdia argentea (Pursh) Nutt.","species",,,,,,"jeldridge@neoninc.org","mlakey@field-ops.org",
"d3d8954d-ef93-4a51-8f2c-cfd975b5b06b","WOOD_070.basePlot.vst","2014-09-23","vst_WOOD_2014","D09","WOOD","WOOD_070","31","1","31",4.6,13.3,,"NEON.PLA.D09.WOOD.00005",,,"NEON.DOC.000987vE","SHAR","Shepherdia argentea (Pursh) Nutt.","species",,,,,,"jeldridge@neoninc.org","mlakey@field-ops.org",
"2974b721-13d0-424d-a913-1dd467d48ac7","WOOD_070.basePlot.vst","2014-09-23","vst_WOOD_2014","D09","WOOD","WOOD_070","31","1","31",3.9,9.3,,"NEON.PLA.D09.WOOD.00004",,,"NEON.DOC.000987vE","SHAR","Shepherdia argentea (Pursh) Nutt.","species",,,,,,"jeldridge@neoninc.org","mlakey@field-ops.org",
"f163f301-e2a1-4b36-9bd7-4ff78cc5c126","WOOD_070.basePlot.vst","2014-09-23","vst_WOOD_2014","D09","WOOD","WOOD_070","31","1","31",2.3,352.4,,"NEON.PLA.D09.WOOD.00003",,,"NEON.DOC.000987vE","SHAR","Shepherdia argentea (Pursh) Nutt.","species",,,,,,"jeldridge@neoninc.org","mlakey@field-ops.org",
"11a1e6f3-91fc-441f-acaa-a269cb32cabe","WOOD_057.basePlot.vst","2014-09-24","vst_WOOD_2014","D09","WOOD","WOOD_057","40","3","41",8.0,291.0,,"NEON.PLA.D09.WOOD.00058",,,"NEON.DOC.000987vE","SHAR","Shepherdia argentea (Pursh) Nutt.","species",,,,,,"jeldridge@neoninc.org","mlakey@field-ops.org",
"b4aa9929-5ccc-442f-bb7a-d8af9c7c5a55","WOOD_071.basePlot.vst","2014-09-24","vst_WOOD_2014","D09","WOOD","WOOD_071","40","3","49",5.0,105.6,,"NEON.PLA.D09.WOOD.00006",,,"NEON.DOC.000987vE","SHAR","Shepherdia argentea (Pursh) Nutt.","species",,,,,"No Transcription Errors Found","jeldridge@neoninc.org","mlakey@field-ops.org",
"0f4386ca-a4de-4228-bafe-6a079113d0ec","WOOD_057.basePlot.vst","2014-09-24","vst_WOOD_2014","D09","WOOD","WOOD_057","40","3","41",11.4,316.4,,"NEON.PLA.D09.WOOD.00078",,,"NEON.DOC.000987vE","SHAR","Shepherdia argentea (Pursh) Nutt.","species",,,,,,"jeldridge@neoninc.org","mlakey@field-ops.org",
"369810b0-b1f3-401d-9c8a-8a9be7815e50","WOOD_057.basePlot.vst","2014-09-24","vst_WOOD_2014","D09","WOOD","WOOD_057","31","1","31",7.8,91.3,,"NEON.PLA.D09.WOOD.00023",,,"NEON.DOC.000987vE","SHAR","Shepherdia argentea (Pursh) Nutt.","species",,,,,,"jeldridge@neoninc.org","mlakey@field-ops.org",
"3b84289e-0d6f-49ab-93ad-2680e83834c2","WOOD_057.basePlot.vst","2014-09-24","vst_WOOD_2014","D09","WOOD","WOOD_057","31","1","31",6.3,54.8,,"NEON.PLA.D09.WOOD.00013",,,"NEON.DOC.000987vE","SHAR","Shepherdia argentea (Pursh) Nutt.","species",,,,,,"jeldridge@neoninc.org","mlakey@field-ops.org",
"3654658a-0629-45a5-b03e-aaa9f57a0773","WOOD_057.basePlot.vst","2014-09-24","vst_WOOD_2014","D09","WOOD","WOOD_057","41","4","41",3.3,83.7,,"NEON.PLA.D09.WOOD.00097",,,"NEON.DOC.000987vE","SHAR","Shepherdia argentea (Pursh) Nutt.","species",,,,,,"jeldridge@neoninc.org","mlakey@field-ops.org",
"f249b4ad-b3aa-4723-8018-ca13fe63523e","WOOD_057.basePlot.vst","2014-09-24","vst_WOOD_2014","D09","WOOD","WOOD_057","40","3","41",7.7,333.6,,"NEON.PLA.D09.WOOD.00093",,,"NEON.DOC.000987vE","SHAR","Shepherdia argentea (Pursh) Nutt.","species",,,,,,"jeldridge@neoninc.org","mlakey@field-ops.org",
"5d1db3df-0601-4825-932d-3e041802a24b","WOOD_057.basePlot.vst","2014-09-24","vst_WOOD_2014","D09","WOOD","WOOD_057","40","3","41",5.6,315.2,,"NEON.PLA.D09.WOOD.00071",,,"NEON.DOC.000987vE","SHAR","Shepherdia argentea (Pursh) Nutt.","species",,,,,,"jeldridge@neoninc.org","mlakey@field-ops.org",
