uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,samplingProtocolVersion,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"07fb9d52-e227-472b-a559-778942aa95e4","TREE_048.basePlot.vst","2016-10-18","D05","TREE","TREE_048","tower","woodyWetlands",45.495480,-89.579211,"WGS84",20.1,298479.46,5041230.34,"16N",461.1,0.2,"vst_TREE_2016","NEON.DOC.000987vE","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",800,40,800,"Ferns not measured 2016","kmcmahon@neoninc.org","ameade@field-ops.org",
"85b9b712-cc56-4429-8fb5-275f011c7aae","TREE_025.basePlot.vst","2016-10-18","D05","TREE","TREE_025","tower","mixedForest",45.494325,-89.582222,"WGS84",20.2,298240.08,5041109.59,"16N",462.3,0.2,"vst_TREE_2016","NEON.DOC.000987vE","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",800,100,800,"Ferns not measured 2016","kmcmahon@neoninc.org","ameade@field-ops.org",
"90ddef1c-2cf1-42b5-90df-0b1340b014c0","TREE_041.basePlot.vst","2016-10-18","D05","TREE","TREE_041","tower","deciduousForest",45.494189,-89.587993,"WGS84",20.2,297788.69,5041109.00,"16N",465.1,0.2,"vst_TREE_2016","NEON.DOC.000987vE","Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,"Ferns measured 2016-09-08","kmcmahon@neoninc.org","ameade@field-ops.org",
"fa73ef91-d683-4485-b2a9-28a9c4ce4e66","TREE_057.basePlot.vst","2016-10-18","D05","TREE","TREE_057","tower","mixedForest",45.492749,-89.580230,"WGS84",20.1,298390.09,5040929.50,"16N",464.5,0.2,"vst_TREE_2016","NEON.DOC.000987vE","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",800,100,800,"Ferns measured 2016-09-01","kmcmahon@neoninc.org","ameade@field-ops.org",
"23f9af99-4277-426a-b581-0fbc38688699","TREE_045.basePlot.vst","2016-10-18","D05","TREE","TREE_045","tower","mixedForest",45.495103,-89.583403,"WGS84",20.1,298150.59,5041198.99,"16N",460.3,0.2,"vst_TREE_2016","NEON.DOC.000987vE","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",800,100,800,"Ferns not measured 2016","kmcmahon@neoninc.org","ameade@field-ops.org",
"42c42a9a-471b-46aa-ac99-b583ee838869","TREE_047.basePlot.vst","2016-10-18","D05","TREE","TREE_047","tower","deciduousForest",45.495260,-89.587995,"WGS84",20.2,297792.36,5041227.99,"16N",460.8,0.2,"vst_TREE_2016","NEON.DOC.000987vE","Y","presentInAll","Y","presentInAll","N",,"noneSelected","noneSelected",800,800,800,"Ferns measured 2016-09-08","kmcmahon@neoninc.org","ameade@field-ops.org",
"b4f09d44-8cf2-435a-a3ec-9f75af6aac7d","TREE_054.basePlot.vst","2016-10-18","D05","TREE","TREE_054","tower","mixedForest",45.490570,-89.593196,"WGS84",20.2,297369.17,5040720.07,"16N",464.1,0.4,"vst_TREE_2016","NEON.DOC.000987vE","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",800,40,800,"Ferns measured 2016-09-01","kmcmahon@neoninc.org","ameade@field-ops.org",
"75c5507f-d825-49b1-a3fa-e279d80f3ac7","TREE_039.basePlot.vst","2016-10-18","D05","TREE","TREE_039","tower","mixedForest",45.493222,-89.582572,"WGS84",20.2,298208.79,5040987.93,"16N",463.3,0.2,"vst_TREE_2016","NEON.DOC.000987vE","Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,"Ferns measured 2016-09-09","kmcmahon@neoninc.org","ameade@field-ops.org",
"a08f39a2-15da-4b9d-836f-21a4d23ed006","TREE_043.basePlot.vst","2016-10-19","D05","TREE","TREE_043","tower","mixedForest",45.494980,-89.577257,"WGS84",20.1,298630.35,5041169.89,"16N",466.0,0.2,"vst_TREE_2016","NEON.DOC.000987vE","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",800,40,800,"Ferns not measured 2016","kmcmahon@neoninc.org","ameade@field-ops.org",
"45d289d8-3f1a-443b-b29a-283716079d63","TREE_044.basePlot.vst","2016-10-19","D05","TREE","TREE_044","tower","deciduousForest",45.494656,-89.579161,"WGS84",20.2,298480.43,5041138.68,"16N",462.5,0.3,"vst_TREE_2016","NEON.DOC.000987vE","Y","presentInAll","Y","presentInAll","N",,"10","noneSelected",800,40,800,"Ferns not measured 2016","kmcmahon@neoninc.org","ameade@field-ops.org",
"34f377f0-18de-4af0-afe6-aca0847e6f79","TREE_040.basePlot.vst","2016-10-20","D05","TREE","TREE_040","tower","mixedForest",45.495318,-89.585716,"WGS84",20.1,297970.64,5041228.70,"16N",458.8,0.2,"vst_TREE_2016","NEON.DOC.000987vE","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",800,100,800,"Ferns not measured 2016","kmcmahon@neoninc.org","ameade@field-ops.org",
