uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempShrubStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,remarks,recordedBy,measuredBy,dataQF
"0c8c14d4-a5b8-4e3a-93aa-db6f0c13db1a","TREE_018.basePlot.vst","2018-04-25","vst_TREE_2017","D05","TREE","TREE_018",,"NEON.PLA.D05.TREE.02142",,"ok","small shrub","Live, physically damaged",,,,0.1,,,0.7,0.5,,"ellipsoid or sphere",1.1,10,,,,"kmcmahon@battelleecology.org","tspadea@battelleecology.org","legacyData"
"59f41500-0e29-4798-a2ff-f72fe752fcbf","TREE_018.basePlot.vst","2018-04-25","vst_TREE_2017","D05","TREE","TREE_018",,"NEON.PLA.D05.TREE.03142",,"ok","small shrub","Live, physically damaged",,,,,,,0.8,0.4,,"inverted cone",1.0,10,0.20,0.10,,"kmcmahon@battelleecology.org","tspadea@battelleecology.org","legacyData"
"e6c2fae9-68bc-4a92-ad77-aa625b5dbe67","TREE_018.basePlot.vst","2018-04-25","vst_TREE_2017","D05","TREE","TREE_018",,"NEON.PLA.D05.TREE.03015",,"ok","small shrub","Live, physically damaged",,,,0.5,,,0.9,0.4,,"ellipsoid or sphere",1.2,10,,,,"kmcmahon@battelleecology.org","tspadea@battelleecology.org","legacyData"
"415dc287-a242-48d6-97ea-5933b730f91d","TREE_018.basePlot.vst","2018-04-25","vst_TREE_2017","D05","TREE","TREE_018",,"NEON.PLA.D05.TREE.03153",,"ok","sapling","Live, physically damaged",,,,,,,,,,,1.1,1,,,,"kmcmahon@battelleecology.org","tspadea@battelleecology.org","legacyData"
"30d415bb-471c-4ad7-a64b-5a6d133a9ef7","TREE_018.basePlot.vst","2018-04-25","vst_TREE_2017","D05","TREE","TREE_018",,"NEON.PLA.D05.TREE.03137",,"ok","sapling","Live",,,,,,,,,,,1.5,10,,,,"kmcmahon@battelleecology.org","tspadea@battelleecology.org","legacyData"
"6d9192e0-ea1b-462e-b2f9-b8e09df5ad6e","TREE_018.basePlot.vst","2018-04-25","vst_TREE_2017","D05","TREE","TREE_018",,"NEON.PLA.D05.TREE.02125",,"ok","sapling","Live, physically damaged",,,,,,,,,,,1.2,10,,,,"kmcmahon@battelleecology.org","tspadea@battelleecology.org","legacyData"
"be50375c-b626-4b37-ae24-7688c12bab8d","TREE_018.basePlot.vst","2018-04-25","vst_TREE_2017","D05","TREE","TREE_018",,"NEON.PLA.D05.TREE.02085",,"ok","sapling","Live",,,,,,,,,,,1.3,10,,,,"kmcmahon@battelleecology.org","tspadea@battelleecology.org","legacyData"
"e573b678-d8bb-4ba3-84c8-180196e389e4","TREE_018.basePlot.vst","2018-04-25","vst_TREE_2017","D05","TREE","TREE_018",,"NEON.PLA.D05.TREE.03018",,"ok","sapling","Live, physically damaged",,,,,,,,,,,1.2,10,,,,"kmcmahon@battelleecology.org","tspadea@battelleecology.org","legacyData"
"120be5e5-2145-4921-ac3a-b59ff59cb9b5","TREE_018.basePlot.vst","2018-04-25","vst_TREE_2017","D05","TREE","TREE_018",,"NEON.PLA.D05.TREE.02044",,"ok","sapling","Live, physically damaged",,,,,,,,,,,1.6,10,,,,"kmcmahon@battelleecology.org","tspadea@battelleecology.org","legacyData"
"c939d256-c4c2-4e33-8e52-18c378649ad7","TREE_018.basePlot.vst","2018-04-25","vst_TREE_2017","D05","TREE","TREE_018",,"NEON.PLA.D05.TREE.02049",,"ok","sapling","Live",,,,,,,,,,,1.3,10,,,,"kmcmahon@battelleecology.org","tspadea@battelleecology.org","legacyData"
