uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,samplingProtocolVersion,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"51c1cd03-7815-4297-a8f1-17cdbaae3dac","DELA_044.basePlot.vst","2017-11-01","D08","DELA","DELA_044","tower","deciduousForest",32.540689,-87.806192,"WGS84",20.3,424300.05,3600656.04,"16N",27.8,0.4,"vst_DELA_2017","NEON.DOC.000987vE",,,,,,,"noneSelected","100",800,800,400,,"kparis@battelleecology.org","khildebrand@battelleecology.org",
"2fe31762-10b0-4ce1-a18e-ae2e9f4ecafc","DELA_046.basePlot.vst","2017-11-02","D08","DELA","DELA_046","tower","deciduousForest",32.537717,-87.805469,"WGS84",20.2,424365.45,3600326.06,"16N",27.2,0.3,"vst_DELA_2017","NEON.DOC.000987vE",,,,,,,"100","100",800,400,400,,"Elamb@battelleecology.org","kparis@battelleecology.org",
"8af1d7f0-774c-4335-b914-26111559c421","DELA_045.basePlot.vst","2017-11-02","D08","DELA","DELA_045","tower","woodyWetlands",32.540165,-87.803564,"WGS84",20.2,424546.38,3600596.08,"16N",26.5,0.2,"vst_DELA_2017","NEON.DOC.000987vG",,,,,,,"25","noneSelected",800,100,800,,"kjones01@battelleecology.org","kjones01@battelleecology.org",
"abaa1f69-c485-4076-abc6-230a62a4b922","DELA_047.basePlot.vst","2017-11-07","D08","DELA","DELA_047","tower","woodyWetlands",32.539653,-87.800371,"WGS84",20.2,424845.78,3600537.07,"16N",23.5,0.3,"vst_DELA_2017","NEON.DOC.000987vG",,,,,,,"100","100",800,400,400,,"iahmed@battelleecology.org","khildebrand@battelleecology.org",
"0d4b5f4f-940e-4a4c-9f39-51ba93854d28","DELA_050.basePlot.vst","2017-11-07","D08","DELA","DELA_050","tower","deciduousForest",32.539898,-87.805176,"WGS84",20.1,424394.79,3600567.63,"16N",26.2,0.2,"vst_DELA_2017","NEON.DOC.000987vE",,,,,,,"100","noneSelected",800,400,800,,"spreer@battelleecology.org","kparis@battelleecology.org",
"20f9edc3-ac92-45f5-86ad-837bab0ff368","DELA_054.basePlot.vst","2017-11-08","D08","DELA","DELA_054","tower","deciduousForest",32.541258,-87.803251,"WGS84",20.2,424576.69,3600717.03,"16N",24.5,0.3,"vst_DELA_2017","NEON.DOC.000987vG",,,,,,,"25","noneSelected",800,100,800,,"dmitchell@battelleecology.org","khildebrand@battelleecology.org",
"53fc00ac-0e99-48d6-8232-38c4cb4bb05e","DELA_052.basePlot.vst","2017-11-08","D08","DELA","DELA_052","tower","deciduousForest",32.539602,-87.808066,"WGS84",20.1,424123.17,3600536.87,"16N",24.1,0.2,"vst_DELA_2017","NEON.DOC.000987vG",,,,,,,"noneSelected","100",800,800,400,,"dmitchell@battelleecology.org","khildebrand@battelleecology.org",
"32a6c0d1-f6ef-4ef0-aada-4a2d827fd683","DELA_055.basePlot.vst","2017-11-08","D08","DELA","DELA_055","tower","deciduousForest",32.541758,-87.807767,"WGS84",20.3,424153.06,3600775.66,"16N",25.8,0.3,"vst_DELA_2017","NEON.DOC.000987vE",,,,,,,"10","25",800,40,100,,"charrell@battelleecology.org","kparis@battelleecology.org",
"161d0c50-328e-445d-8abb-52c66172476c","DELA_053.basePlot.vst","2017-11-08","D08","DELA","DELA_053","tower","deciduousForest",32.537468,-87.804177,"WGS84",20.2,424486.57,3600297.54,"16N",26.6,0.2,"vst_DELA_2017","NEON.DOC.000987vG",,,,,,,"noneSelected","100",800,800,400,,"spreer@battelleecology.org","kjones01@battelleecology.org",
"f409d287-5eff-441f-a8df-0ac8b742d1a5","DELA_051.basePlot.vst","2017-11-08","D08","DELA","DELA_051","tower","deciduousForest",32.538534,-87.806139,"WGS84",20.1,424303.22,3600417.10,"16N",23.9,0.3,"vst_DELA_2017","NEON.DOC.000987vG",,,,,,,"100","100",800,400,400,,"spreer@battelleecology.org","kjones01@battelleecology.org",
"ecb142e5-90ec-4cf9-830f-a58c52c7c235","DELA_048.basePlot.vst","2017-11-08","D08","DELA","DELA_048","tower","deciduousForest",32.540206,-87.799129,"WGS84",20.2,424962.87,3600597.50,"16N",29.5,0.3,"vst_DELA_2017","NEON.DOC.000987vE",,,,,,,"100","100",800,400,400,,"charrell@battelleecology.org","kparis@battelleecology.org",
"5c724416-f54b-4706-a25e-03686f868e4d","DELA_056.basePlot.vst","2017-11-13","D08","DELA","DELA_056","tower","woodyWetlands",32.540984,-87.801984,"WGS84",20.1,424695.43,3600685.76,"16N",30.1,0.3,"vst_DELA_2017","NEON.DOC.000987vE",,,,,,,"100","noneSelected",800,400,800,,"nparis@battelleecology.org","iahmed@battelleecology.org",
