uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,samplingProtocolVersion,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"d34a510c-bbea-41f1-b830-603396cc0153","GUAN_006.basePlot.vst","2018-02-05","D04","GUAN","GUAN_006","distributed","evergreenForest",17.963818,-66.875668,"WGS84",20.2,724975.20,1987469.23,"19N",101.3,0.3,"vst_GUAN_2017","NEON.DOC.000987vG",,,,,,,"10","noneSelected",400,80,400,"schedule irregularity, 2017 bout 2","wplaza-muniz@battelleecology.org","amegill@battelleecology.org",
"12ccf713-7b01-4844-80a8-439f98632ae0","GUAN_005.basePlot.vst","2018-02-06","D04","GUAN","GUAN_005","distributed","evergreenForest",17.968744,-66.880447,"WGS84",20.2,724462.67,1988008.74,"19N",164.3,0.2,"vst_GUAN_2017","NEON.DOC.000987vG",,,,,,,"10","noneSelected",400,80,400,"schedule irregularity, 2017 bout 2","wplaza-muniz@battelleecology.org","amegill@battelleecology.org",
"05fd7cd2-7910-4604-8f6b-0ffdfbcf7b44","GUAN_019.basePlot.vst","2018-02-07","D04","GUAN","GUAN_019","distributed","evergreenForest",17.966255,-66.876782,"WGS84",20.1,724854.09,1987737.65,"19N",131.7,0.2,"vst_GUAN_2017","NEON.DOC.000987vG",,,,,,,"10","noneSelected",400,80,400,"schedule irregularity, 2017 bout 2","wplaza-muniz@battelleecology.org","tvelazquez-rojas@battelleecology.org",
"abe70065-a56d-4c20-bb62-68065e6a93ad","GUAN_043.basePlot.vst","2018-02-08","D04","GUAN","GUAN_043","tower","evergreenForest",17.968869,-66.867682,"WGS84",20.1,725814.84,1988038.07,"19N",115.9,0.1,"vst_GUAN_2017","NEON.DOC.000987vG",,,,,,,"10","100",800,40,400,"schedule irregularity, 2017 bout 2","wplaza-muniz@battelleecology.org","amegill@battelleecology.org",
"a44280af-bf03-466d-a630-ac361844161a","GUAN_020.basePlot.vst","2018-02-09","D04","GUAN","GUAN_020","distributed","evergreenForest",17.954237,-66.892766,"WGS84",20.1,723175.81,1986388.01,"19N",37.4,0.1,"vst_GUAN_2017","NEON.DOC.000987vG",,,,,,,"10","noneSelected",400,80,400,"schedule irregularity, 2017 bout 2","wplaza-muniz@battelleecology.org","ajimenez@battelleecology.org",
"4ad9fb3b-eb2f-4d74-8d31-7f17eb82daf8","GUAN_044.basePlot.vst","2018-02-13","D04","GUAN","GUAN_044","tower","evergreenForest",17.966738,-66.870526,"WGS84",20.1,725516.25,1987798.71,"19N",147.5,0.1,"vst_GUAN_2017","NEON.DOC.000987vG","Y",,"Y",,"Y",,"10","noneSelected",800,40,800,"schedule irregularity, 2017 bout 2","wplaza-muniz@battelleecology.org","amegill@battelleecology.org",
"331a929d-3c74-44ad-8cc0-0fb4bafb5b54","GUAN_014.basePlot.vst","2018-02-13","D04","GUAN","GUAN_014","distributed","evergreenForest",17.955704,-66.852256,"WGS84",20.1,727465.95,1986599.55,"19N",21.8,0.1,"vst_GUAN_2017","NEON.DOC.000987vG","Y",,"Y",,"Y",,"10","noneSelected",400,80,400,"schedule irregularity, 2017 bout 2","wplaza-muniz@battelleecology.org","amegill@battelleecology.org",
"5fb964a5-b7b7-4f7c-9dd2-f19f21d42447","GUAN_011.basePlot.vst","2018-02-14","D04","GUAN","GUAN_011","distributed","evergreenForest",17.975110,-66.867035,"WGS84",20.1,725875.45,1988729.72,"19N",201.2,0.1,"vst_GUAN_2017","NEON.DOC.000987vG",,,,,,,"10","noneSelected",400,80,400,"schedule irregularity, 2017 bout 2","wplaza-muniz@battelleecology.org","amegill@battelleecology.org",
"73bdac65-467f-47c1-96d5-264e80623b02","GUAN_046.basePlot.vst","2018-02-15","D04","GUAN","GUAN_046","tower","evergreenForest",17.971618,-66.872460,"WGS84",20.1,725305.17,1988336.57,"19N",168.0,0.1,"vst_GUAN_2017","NEON.DOC.000987vG","Y",,"Y",,"Y",,"10","100",800,40,400,"schedule irregularity, 2017 bout 2","tvelazquez-rojas@battelleecology.org","ajimenez@battelleecology.org",
"7ce652d3-5c6a-406a-8ae0-4fb538899ba6","GUAN_045.basePlot.vst","2018-02-16","D04","GUAN","GUAN_045","tower","evergreenForest",17.969212,-66.873903,"WGS84",20.1,725155.35,1988068.48,"19N",145.3,0.1,"vst_GUAN_2017","NEON.DOC.000987vG","Y",,"Y",,"Y",,"10","10",800,40,40,"schedule irregularity, 2017 bout 2","wplaza-muniz@battelleecology.org","amegill@battelleecology.org",
"d81208dc-1bdd-439b-a597-16e119922336","GUAN_012.basePlot.vst","2018-02-19","D04","GUAN","GUAN_012","distributed","evergreenForest",17.951583,-66.899038,"WGS84",20.2,722514.63,1986086.69,"19N",17.2,0.1,"vst_GUAN_2017","NEON.DOC.000987vG",,,,,,,"10","noneSelected",400,80,400,"schedule irregularity, 2017 bout 2","wplaza-muniz@battelleecology.org","amegill@battelleecology.org",
"be8e750b-ae83-4b65-9a8a-f279054d7c91","GUAN_042.basePlot.vst","2018-02-21","D04","GUAN","GUAN_042","tower","evergreenForest",17.970725,-66.863970,"WGS84",20.3,726205.73,1988248.04,"19N",146.9,0.5,"vst_GUAN_2017","NEON.DOC.000987vG",,,,,,,"10","100",800,40,400,"schedule irregularity, 2017 bout 2","tvelazquez-rojas@battelleecology.org","ajimenez@battelleecology.org",
