uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempShrubStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,remarks,recordedBy,measuredBy,dataQF
"443826e9-5162-44b3-9607-ce956c70076b","SCBI_063.basePlot.vst","2017-10-17","vst_SCBI_2017","D02","SCBI","SCBI_063",,"NEON.PLA.D02.SCBI.00783",,"ok","single shrub","Live",1.3,130,2.8,,,,2.1,1.8,,"inverted cone",1.7,10,0.12,0.10,,"gchapman@neoninc.org","alandes@field-ops.org","legacyData"
"121683cc-023e-4756-8ef0-1209de9f8f7a","SCBI_063.basePlot.vst","2017-10-17","vst_SCBI_2017","D02","SCBI","SCBI_063",,"NEON.PLA.D02.SCBI.12182",,"ok","small shrub","Live",,,1.9,,,,1.3,1.2,,"inverted cone",1.2,10,0.02,0.02,,"gchapman@neoninc.org","alandes@field-ops.org","legacyData"
"5e80ce0b-d260-4a98-a401-3dfe26470312","SCBI_063.basePlot.vst","2017-10-17","vst_SCBI_2017","D02","SCBI","SCBI_063",,"NEON.PLA.D02.SCBI.09935",,"ok","small shrub","Live",,,2.1,,,,1.7,1.4,,"inverted cone",1.4,10,0.03,0.02,,"gchapman@neoninc.org","alandes@field-ops.org","legacyData"
"3a319cc6-7f7e-4767-bace-1ed034e4dc43","SCBI_063.basePlot.vst","2017-10-17","vst_SCBI_2017","D02","SCBI","SCBI_063",,"NEON.PLA.D02.SCBI.00846",,"ok","small shrub","Live",,,1.8,,,,2.3,2.1,,"inverted cone",1.2,10,0.10,0.06,,"gchapman@neoninc.org","alandes@field-ops.org","legacyData"
"2a034561-0f3f-47d4-8136-086b75948240","SCBI_063.basePlot.vst","2017-10-17","vst_SCBI_2017","D02","SCBI","SCBI_063",,"NEON.PLA.D02.SCBI.00788",,"removed",,"No longer qualifies",,,,,,,,,,,,,,,"Tag removed in 2016 due to reduced nested subplot size","gchapman@neoninc.org","alandes@field-ops.org","legacyData"
"4e181294-90ca-4abe-9085-28ebda4accf9","SCBI_063.basePlot.vst","2017-10-17","vst_SCBI_2017","D02","SCBI","SCBI_063",,"NEON.PLA.D02.SCBI.00845",,"ok","small shrub","Standing dead",,,2.0,,,,1.5,1.1,,"inverted cone",1.1,10,0.12,0.08,"Unknown cause of death","gchapman@neoninc.org","alandes@field-ops.org","legacyData"
"7608646c-76b2-447f-891e-7f4431f1742d","SCBI_063.basePlot.vst","2017-10-17","vst_SCBI_2017","D02","SCBI","SCBI_063",,"NEON.PLA.D02.SCBI.00799",,"removed",,"No longer qualifies",,,,,,,,,,,,,,,"Tag removed in 2016 due to reduced nested subplot size","gchapman@neoninc.org","alandes@field-ops.org","legacyData"
"02861dbb-966e-4c03-9098-267a971072e4","SCBI_063.basePlot.vst","2017-10-17","vst_SCBI_2017","D02","SCBI","SCBI_063",,"NEON.PLA.D02.SCBI.00769",,"ok","single bole tree","Live",11.4,130,12.2,,,,,,,,,,,,,"gchapman@neoninc.org","alandes@field-ops.org","legacyData"
"775c1387-bf68-434e-b00d-37ad7fe35a19","SCBI_063.basePlot.vst","2017-10-17","vst_SCBI_2017","D02","SCBI","SCBI_063",,"NEON.PLA.D02.SCBI.00863",,"removed",,"No longer qualifies",,,,,,,,,,,,,,,"Tag removed in 2016 due to reduced nested subplot size","gchapman@neoninc.org","alandes@field-ops.org","legacyData"
"42b842d2-1810-4710-b179-09d8cb633036","SCBI_063.basePlot.vst","2017-10-17","vst_SCBI_2017","D02","SCBI","SCBI_063",,"NEON.PLA.D02.SCBI.01908",,"removed",,"No longer qualifies",,,,,,,,,,,,,,,"Tag removed in 2016 due to reduced nested subplot size","gchapman@neoninc.org","alandes@field-ops.org","legacyData"
"68ef479f-e9b6-486b-929e-d2abce27f489","SCBI_063.basePlot.vst","2017-10-17","vst_SCBI_2017","D02","SCBI","SCBI_063",,"NEON.PLA.D02.SCBI.00787",,"removed",,"No longer qualifies",,,,,,,,,,,,,,,"Tag removed in 2016 due to reduced nested subplot size","gchapman@neoninc.org","alandes@field-ops.org","legacyData"
"3f07e078-9759-4796-82e3-7a06b6927030","SCBI_063.basePlot.vst","2017-10-17","vst_SCBI_2017","D02","SCBI","SCBI_063",,"NEON.PLA.D02.SCBI.00795",,"removed",,"No longer qualifies",,,,,,,,,,,,,,,"Tag removed in 2016 due to reduced nested subplot size","gchapman@neoninc.org","alandes@field-ops.org","legacyData"
"d882fc1b-95ac-4c58-a0d6-dfc33b45dfaf","SCBI_063.basePlot.vst","2017-10-17","vst_SCBI_2017","D02","SCBI","SCBI_063",,"NEON.PLA.D02.SCBI.00771",,"ok","small shrub","Standing dead",,,1.5,,,,2.1,1.8,,"inverted cone",1.0,13,0.15,0.12,"Unknown cause of death","gchapman@neoninc.org","alandes@field-ops.org","legacyData"
"d8b5c7fc-a396-4289-b050-ebc3a93da600","SCBI_063.basePlot.vst","2017-10-17","vst_SCBI_2017","D02","SCBI","SCBI_063",,"NEON.PLA.D02.SCBI.00793",,"removed",,"No longer qualifies",,,,,,,,,,,,,,,"Tag removed in 2016 due to reduced nested subplot size","gchapman@neoninc.org","alandes@field-ops.org","legacyData"
"85af4d8f-2b84-4aee-ba60-1a837953722b","SCBI_063.basePlot.vst","2017-10-17","vst_SCBI_2017","D02","SCBI","SCBI_063",,"NEON.PLA.D02.SCBI.00868",,"ok","single shrub","Live",1.0,130,2.1,,,,2.9,2.0,,"inverted cone",1.3,10,0.10,0.08,,"gchapman@neoninc.org","alandes@field-ops.org","legacyData"
"296b2cb5-ea4e-4328-9eef-c94204dba363","SCBI_063.basePlot.vst","2017-10-17","vst_SCBI_2017","D02","SCBI","SCBI_063",,"NEON.PLA.D02.SCBI.00770",,"ok","single shrub","Live",1.4,130,2.5,,,,2.2,1.7,,"inverted cone",1.9,10,0.09,0.08,,"gchapman@neoninc.org","alandes@field-ops.org","legacyData"
"0c0d0ff0-63d5-4cb3-8ec8-6fa06548d086","SCBI_063.basePlot.vst","2017-10-17","vst_SCBI_2017","D02","SCBI","SCBI_063",,"NEON.PLA.D02.SCBI.00880",,"removed",,"No longer qualifies",,,,,,,,,,,,,,,"Tag removed in 2016 due to reduced nested subplot size","gchapman@neoninc.org","alandes@field-ops.org","legacyData"
"02449563-080a-44f5-9b55-732dec110eae","SCBI_063.basePlot.vst","2017-10-17","vst_SCBI_2017","D02","SCBI","SCBI_063",,"NEON.PLA.D02.SCBI.00868",,"ok","single shrub","Live",1.1,130,2.1,,,,2.9,2.0,,"inverted cone",1.6,10,0.10,0.08,,"gchapman@neoninc.org","alandes@field-ops.org","legacyData"
